Gene ID,Transcript ID,Chromosome,Start,Stop,Strand,Length,Exon count,Exon lengths,Relative Exon starts,GC content,Coding potential,Mean expression ,Max expression ,Max expression time-point ,Log2 fold change ,Significant Differential GENE Expression,Max JS Specificity score ,Correlation with sense ,Sense annotation,Sense annotation description,FPKM T6,FPKM T14,FPKM T20,FPKM T24,FPKM T28,FPKM T32,FPKM T36,FPKM T40,FPKM T44,FPKM T48,FPKM TT8,FPKM R,FPKM ET,FPKM LT,FPKM S
XLOC_004157,TCONS_00006028,Pf3D7_12_v3,173612,174561,+,949,1,"949,","0,",0.21,,9.01,22.05,T20,4.53,,0.17,-0.77,PF3D7_1203300,"conserved Plasmodium protein, unknown function",4.28,17.88,22.05,9.38,6.93,9.85,6.80,6.12,2.93,0.00,12.88,10.57,1.61,2.61,0.99
XLOC_004160,TCONS_00006032,Pf3D7_12_v3,190148,190928,+,780,1,"780,","0,",0.13,,34.57,145.31,TT8,3.88,,0.17,0.85,PF3D7_1203800,unspecified product,23.99,43.89,53.31,14.71,16.49,23.38,14.78,13.98,21.53,8.93,145.31,33.10,2.06,6.14,8.70
XLOC_004173,TCONS_00006052,Pf3D7_12_v3,272334,272909,+,575,1,"575,","0,",0.21,,2.49,9.25,T44,3.36,,0.25,0.83,PF3D7_1206100,"IMP-specific 5'-nucleotidase, putative,haloacid dehalogenase hydrolase, putative",5.44,0.70,0.00,0.00,0.00,0.00,1.14,4.86,9.25,1.82,4.15,0.98,0.00,1.16,26.24
XLOC_004193,TCONS_00006084,Pf3D7_12_v3,457695,459144,+,1449,1,"1449,","0,",0.17,,14.93,26.29,T44,1.87,,0.14,-0.53,PF3D7_1210200,"zinc finger protein, putative",13.27,7.79,9.60,11.54,15.65,23.69,14.11,18.82,26.29,6.45,17.00,4.16,10.41,18.64,17.94
XLOC_004196,TCONS_00006087,Pf3D7_12_v3,476877,477939,+,1062,1,"1062,","0,",0.20,,3.63,18.44,TT8,4.28,,0.26,-0.59,PF3D7_1210700,"conserved Plasmodium protein, unknown function",1.77,8.64,3.88,2.94,1.50,1.36,0.55,0.58,0.26,0.00,18.44,4.75,0.29,2.36,4.27
XLOC_004212,TCONS_00006112,Pf3D7_12_v3,600649,601690,+,1041,1,"1041,","0,",0.19,,8.22,23.30,TT8,3.06,,0.17,-0.54,PF3D7_1214000,"conserved Plasmodium protein, unknown function",4.72,12.17,14.76,8.29,7.37,6.41,3.25,2.82,1.91,5.41,23.30,10.88,5.91,13.40,3.97
XLOC_004231,TCONS_00006136,Pf3D7_12_v3,675282,676891,+,1488,2,"960,528,","0,1081,",0.19,,4.14,11.85,T32,2.86,,0.19,-0.48,"PF3D7_1217100.1,PF3D7_1217100.2","type IIB DNA topoisomerase, putative",1.32,1.78,0.77,1.60,5.52,11.85,9.29,5.92,4.61,1.29,1.55,2.10,3.66,17.98,10.10
XLOC_004244,TCONS_00006159,Pf3D7_12_v3,792158,793724,+,1566,1,"1566,","0,",0.20,,2.75,6.52,T20,2.34,,0.18,-0.20,PF3D7_1219700,raf kinase inhibitor (RKIP),0.48,4.88,6.52,3.15,3.22,1.92,1.54,1.20,2.47,1.76,3.11,6.54,4.00,3.16,2.84
XLOC_004258,TCONS_00006175,Pf3D7_12_v3,876825,878797,+,1836,2,"922,914,","0,1058,",0.24,,9.78,33.66,TT8,4.44,YES,0.20,-0.93,PF3D7_1222000,"conserved protein, unknown function",5.53,24.89,22.03,8.32,3.13,1.64,0.60,0.92,3.07,3.76,33.66,25.42,3.67,1.98,4.24
XLOC_004324,TCONS_00006268,Pf3D7_12_v3,1446120,1447851,+,1577,2,"107,1470,","0,261,",0.26,,2.93,6.33,T40,2.44,,0.18,-0.41,PF3D7_1234700,CPW-WPC family protein,3.14,0.79,0.35,0.36,1.86,5.03,5.93,6.33,4.40,3.12,0.89,0.77,3.43,21.66,16.95
XLOC_004334,TCONS_00006282,Pf3D7_12_v3,1512111,1513128,+,1017,1,"1017,","0,",0.22,,3.37,11.40,T44,3.63,,0.22,-0.40,PF3D7_1236200,"conserved Plasmodium protein, unknown function",0.00,1.17,1.00,1.18,0.11,1.00,5.10,10.06,11.40,0.92,5.08,2.88,1.18,6.07,40.64
XLOC_004397,TCONS_00006375,Pf3D7_12_v3,1933726,1934962,+,1236,1,"1236,","0,",0.25,,1.62,6.68,T6,2.94,,0.26,-0.88,PF3D7_1246500,"conserved Plasmodium protein, unknown function",6.68,0.77,0.37,0.13,0.09,0.00,0.46,1.48,2.27,1.84,3.73,7.62,1.06,0.13,19.32
XLOC_004411,TCONS_00006396,Pf3D7_12_v3,1979110,1980254,+,1144,1,"1144,","0,",0.19,,6.48,20.65,TT8,3.53,,0.19,-0.45,PF3D7_1248300,"conserved Plasmodium membrane protein, unknown function",4.82,13.23,11.04,7.31,3.98,2.66,2.69,2.27,1.77,0.87,20.65,9.33,5.55,3.66,1.76
XLOC_004417,TCONS_00006403,Pf3D7_12_v3,2004730,2006381,+,1651,1,"1651,","0,",0.18,,8.32,20.09,T44,2.35,,0.16,-0.45,PF3D7_1249000,"conserved Plasmodium membrane protein, unknown function",7.24,3.19,4.52,3.14,4.57,12.09,11.07,15.50,20.09,3.30,6.85,3.93,6.01,16.74,29.24
XLOC_004429,TCONS_00006423,Pf3D7_12_v3,2094990,2095914,+,924,1,"924,","0,",0.21,,4.44,26.36,T6,4.77,,0.29,0.27,PF3D7_1251300,thymidylate kinase (TMK),26.36,0.90,0.00,0.88,0.29,0.14,0.14,2.16,5.47,1.69,10.82,10.38,0.63,0.50,9.69
XLOC_004459,TCONS_00006458,Pf3D7_12_v3,2243446,2245007,+,1561,1,"1561,","0,",0.35,,0.29,0.64,T6,0.72,,0.21,-0.60,PF3D7_1255200,"erythrocyte membrane protein 1, PfEMP1 (VAR)",0.64,0.00,0.08,0.09,0.17,0.30,0.19,0.58,0.35,0.47,0.27,1.31,3.44,4.69,4.20
XLOC_004462,TCONS_00006461,Pf3D7_12_v3,20715,22294,-,1579,1,"1579,","0,",0.34,,1.97,4.07,T44,1.87,,0.17,0.49,PF3D7_1200100,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1.43,0.39,0.84,1.65,1.62,1.34,1.46,2.67,4.07,3.94,2.23,1.08,3.65,3.93,8.82
XLOC_004465,TCONS_00006464,Pf3D7_12_v3,37922,40412,-,2319,2,"647,1672,","0,818,",0.29,,3.98,8.84,T40,2.35,,0.17,-0.60,PF3D7_1200400,"erythrocyte membrane protein 1, PfEMP1 (VAR)",4.03,1.68,0.94,1.80,2.61,4.65,6.28,8.84,7.48,3.76,1.74,2.01,6.61,13.46,27.82
XLOC_004475,TCONS_00006478,Pf3D7_12_v3,99503,100552,-,1049,1,"1049,","0,",0.25,,2.88,6.60,T40,2.93,,0.19,-0.62,PF3D7_1201500,"XPA binding protein 1, putative",6.36,0.33,0.32,0.00,0.44,0.85,2.57,6.60,6.23,2.77,5.18,0.47,0.91,4.63,32.33
XLOC_004488,TCONS_00006501,Pf3D7_12_v3,181189,181923,-,734,1,"734,","0,",0.21,,7.99,24.80,TT8,3.06,,0.18,-0.67,PF3D7_1203400,"transporter, putative",6.80,20.26,8.85,5.99,3.93,2.78,4.63,2.10,2.80,4.93,24.80,10.82,6.01,5.89,2.62
XLOC_004522,TCONS_00006554,Pf3D7_12_v3,441462,443203,-,1741,1,"1741,","0,",0.22,,6.24,28.38,T32,4.34,,0.22,-0.12,"PF3D7_1209500.1,PF3D7_1209500.2",cGMP-specific phosphodiesterase (PDE1),3.69,1.11,0.45,0.56,7.79,28.38,12.58,7.09,5.03,0.49,1.50,1.20,2.38,13.19,3.74
XLOC_004523,TCONS_00006555,Pf3D7_12_v3,444114,444964,-,850,1,"850,","0,",0.26,,1.13,3.23,T32,1.87,,0.21,0.01,PF3D7_1209600,porphobilinogen deaminase (PBGD),1.08,0.25,0.71,1.45,0.16,3.23,1.49,0.68,1.50,0.64,1.20,1.72,2.62,15.11,6.11
XLOC_004535,TCONS_00006577,Pf3D7_12_v3,523715,525165,-,1450,1,"1450,","0,",0.18,,6.00,10.17,TT8,1.89,,0.14,-0.43,PF3D7_1211700,"DNA replication licensing factor MCM5, putative (MCM5)",6.15,8.50,8.12,5.03,5.20,4.07,2.02,4.45,7.12,5.21,10.17,11.34,3.83,5.81,16.29
XLOC_004546,TCONS_00006593,Pf3D7_12_v3,584252,585516,-,1264,1,"1264,","0,",0.21,,3.10,7.02,T32,2.02,,0.17,-0.35,PF3D7_1213500,"integral membrane protein GPR180, putative",2.14,0.98,2.01,1.72,3.75,7.02,3.84,3.52,5.26,1.88,1.98,2.85,4.47,7.31,3.02
XLOC_004550,TCONS_00006602,Pf3D7_12_v3,604992,606541,-,1324,2,"1100,224,","0,1325,",0.21,,10.59,25.87,T32,2.32,,0.16,-0.17,PF3D7_1214100,"phosphatidylinositol-glycan biosynthesis class O protein, putative",5.18,8.67,9.01,11.15,22.71,25.87,11.84,6.38,4.37,6.19,5.14,6.28,15.99,18.40,3.70
XLOC_004559,TCONS_00006615,Pf3D7_12_v3,646930,648131,-,1201,1,"1201,","0,",0.18,,9.51,26.22,TT8,2.57,,0.16,-0.14,PF3D7_1216100,"conserved Plasmodium membrane protein, unknown function",14.56,4.26,5.54,8.31,8.78,11.20,3.60,4.27,12.73,5.17,26.22,7.65,16.30,13.07,12.04
XLOC_004563,TCONS_00006620,Pf3D7_12_v3,664183,666541,-,2220,2,"594,1626,","0,732,",0.25,,13.75,46.97,TT8,3.75,YES,0.17,-0.40,PF3D7_1216700,perforin like protein 2 (PPLP2),14.37,14.82,15.90,20.07,15.79,8.72,5.63,2.58,2.91,3.46,46.97,14.26,25.73,19.48,5.55
XLOC_004564,TCONS_00006621,Pf3D7_12_v3,666633,667939,-,1306,1,"1306,","0,",0.16,,20.45,49.38,T20,4.15,YES,0.16,NA,PF3D7_1216800,tRNA Proline,9.97,24.52,49.38,32.12,32.19,22.17,9.29,4.22,2.74,1.84,36.57,22.34,18.55,18.39,4.25
XLOC_004589,TCONS_00006661,Pf3D7_12_v3,857101,859613,-,2512,1,"2512,","0,",0.26,,1.95,7.11,T32,3.02,YES,0.24,-0.61,PF3D7_1221400,"inner membrane complex protein 1h, putative (IMC1h)",0.25,0.51,0.45,1.04,3.77,7.11,3.91,2.59,1.31,0.00,0.55,1.22,6.85,25.68,6.72
XLOC_004605,TCONS_00006682,Pf3D7_12_v3,968923,970786,-,1863,1,"1863,","0,",0.21,,8.51,26.68,T14,4.21,,0.20,-0.68,PF3D7_1223700,"integral membrane protein, putative",7.62,26.68,17.64,10.58,2.84,1.55,1.04,1.19,0.57,0.50,23.41,16.02,4.73,4.63,0.79
XLOC_004609,TCONS_00006687,Pf3D7_12_v3,983563,985443,-,1880,1,"1880,","0,",0.16,,9.77,24.88,TT8,2.31,,0.16,-0.05,PF3D7_1224200,"conserved Plasmodium protein, unknown function",6.03,16.32,15.39,9.42,5.94,5.53,5.33,4.21,6.17,8.26,24.88,13.50,3.92,9.47,9.14
XLOC_004625,TCONS_00006706,Pf3D7_12_v3,1085366,1087090,-,1724,1,"1724,","0,",0.22,YES,5.05,17.81,T6,4.11,,0.23,0.25,PF3D7_1226800,"ataxin-3, putative (ATX3)",17.81,1.31,0.35,0.09,0.12,0.29,1.00,4.10,13.28,3.55,13.67,2.89,0.40,0.63,16.05
XLOC_004634,TCONS_00006716,Pf3D7_12_v3,1145111,1146626,-,1515,1,"1515,","0,",0.20,,2.05,4.33,T44,2.13,,0.18,0.31,PF3D7_1228200,"conserved Plasmodium protein, unknown function",3.77,0.55,0.32,0.22,0.94,2.36,2.01,3.83,4.33,1.46,2.77,0.97,1.11,4.60,17.19
XLOC_004635,TCONS_00006717,Pf3D7_12_v3,1150305,1151628,-,1323,1,"1323,","0,",0.25,YES,3.92,10.39,T14,3.25,,0.19,-0.87,PF3D7_1228300,NIMA related kinase 1 (NEK1),0.44,10.39,8.73,9.12,4.96,3.23,1.63,1.46,0.20,0.42,2.50,8.04,8.83,13.88,3.02
XLOC_004647,TCONS_00006739,Pf3D7_12_v3,1257085,1258142,-,1057,1,"1057,","0,",0.25,,15.22,61.33,TT8,4.70,,0.18,-0.24,PF3D7_1230600,"sun-family protein, putative",7.57,34.19,21.34,10.38,4.60,6.56,5.29,7.57,7.21,1.40,61.33,31.36,12.06,21.17,34.88
XLOC_004683,TCONS_00006795,Pf3D7_12_v3,1569103,1570243,-,1140,1,"1140,","0,",0.22,,4.83,7.92,T44,2.60,,0.15,-0.12,PF3D7_1237600,"rRNA processing WD-repeat protein, putative",7.87,5.67,6.37,1.71,1.81,2.36,4.59,7.83,7.92,0.47,6.50,4.42,1.20,6.92,28.81
XLOC_004698,TCONS_00006818,Pf3D7_12_v3,1699464,1701021,-,1557,1,"1557,","0,",0.31,,1.53,2.72,T20,1.53,,0.16,0.07,PF3D7_1240300,"erythrocyte membrane protein 1, PfEMP1 (VAR)",0.40,1.58,2.72,1.88,1.21,1.80,1.85,2.38,1.79,0.94,0.28,7.43,8.19,11.95,14.99
XLOC_004701,TCONS_00006821,Pf3D7_12_v3,1739141,1741412,-,2271,1,"2271,","0,",0.32,,3.25,6.65,T44,2.42,,0.17,0.13,PF3D7_1240900,"erythrocyte membrane protein 1, PfEMP1 (VAR)",5.10,1.08,0.43,0.65,1.01,2.89,4.22,6.34,6.65,4.00,3.41,2.04,3.50,13.15,32.29
XLOC_004734,TCONS_00006866,Pf3D7_12_v3,1970070,1971268,-,1198,1,"1198,","0,",0.26,,2.80,8.43,T14,3.24,,0.21,-0.45,PF3D7_1247800,"dipeptidyl peptidase 2, putative (DPAP2)",1.42,8.43,8.08,3.23,2.65,1.77,0.54,0.00,0.60,0.44,3.69,6.80,7.06,4.04,1.34
XLOC_004755,TCONS_00006903,Pf3D7_12_v3,2125047,2126702,-,1655,1,"1655,","0,",0.23,,3.36,11.34,TT8,2.89,,0.20,0.57,PF3D7_1252200,chitinase (CHT1),2.81,3.43,3.88,4.53,2.19,1.04,0.94,0.66,1.59,4.51,11.34,11.16,10.28,4.60,2.77
XLOC_004771,TCONS_00006922,Pf3D7_13_v3,53297,55245,+,1948,1,"1948,","0,",0.26,,2.19,6.54,T6,2.51,YES,0.20,-0.17,PF3D7_1300600,rifin (RIF),6.54,1.03,2.18,2.16,1.20,0.71,0.32,1.65,4.84,1.90,1.62,8.53,8.42,4.39,7.27
XLOC_004779,TCONS_00006930,Pf3D7_13_v3,121144,122700,+,1556,1,"1556,","0,",0.23,,3.24,9.62,T44,3.05,,0.20,0.65,PF3D7_1302100,gamete antigen 27/25 (Pfg27),6.73,0.46,0.72,0.28,1.32,1.67,0.65,6.98,9.62,3.69,3.47,1.97,3.45,9.33,34.45
XLOC_004781,TCONS_00006932,Pf3D7_13_v3,129607,130075,+,468,1,"468,","0,",0.18,,16.87,60.13,TT8,4.40,YES,0.17,0.12,PF3D7_1302400,"conserved Plasmodium membrane protein, unknown function",6.46,29.59,19.04,8.93,9.86,14.60,3.51,1.90,21.89,9.64,60.13,12.77,5.45,8.31,2.89
XLOC_004822,TCONS_00006988,Pf3D7_13_v3,464751,465613,+,862,1,"862,","0,",0.14,,5.26,12.06,T14,2.98,,0.17,-0.44,PF3D7_1310600,"secretory complex protein 61 alpha,Rab GTPase 5b (Sec61-alpha)",5.87,12.06,7.32,4.39,4.61,6.00,3.38,2.68,2.08,0.66,8.84,7.30,1.64,3.11,4.29
XLOC_004823,TCONS_00006989,Pf3D7_13_v3,469983,473781,+,3798,1,"3798,","0,",0.23,,10.18,35.91,TT8,4.99,,0.22,-0.63,PF3D7_1310800,"conserved Plasmodium protein, unknown function",30.64,2.89,1.15,0.70,0.25,0.27,0.16,3.25,20.45,16.31,35.91,16.79,1.24,0.81,35.20
XLOC_004862,TCONS_00007046,Pf3D7_13_v3,745193,746802,+,1609,2,"498,778,","0,831,",0.18,,5.93,16.33,T20,3.65,,0.19,-0.42,PF3D7_1318000,"conserved Plasmodium membrane protein, unknown function",2.97,12.61,16.33,7.79,5.01,1.58,0.88,0.38,0.93,1.07,15.70,7.56,3.37,2.22,0.00
XLOC_004862,TCONS_00007047,Pf3D7_13_v3,745193,746802,+,1276,1,"1609,","0,",0.18,,6.30,19.12,T14,4.33,,0.20,-0.42,PF3D7_1318000,"conserved Plasmodium membrane protein, unknown function",0.00,19.12,13.12,14.51,8.39,3.04,3.49,1.32,1.79,0.00,4.54,6.15,2.52,6.35,1.96
XLOC_004862,TCONS_00007048,Pf3D7_13_v3,745446,746802,+,1110,2,"245,865,","0,491,",0.19,,8.67,31.49,T14,5.02,,0.19,-0.42,PF3D7_1318000,"conserved Plasmodium membrane protein, unknown function",13.77,31.49,12.38,7.91,5.75,6.04,1.92,1.93,0.00,1.30,12.94,13.38,14.41,1.12,0.02
XLOC_004900,TCONS_00007108,Pf3D7_13_v3,1002343,1003712,+,1369,1,"1369,","0,",0.16,,6.64,19.13,T20,4.33,,0.20,0.12,PF3D7_1324300,"conserved Plasmodium membrane protein, unknown function",6.49,0.00,19.13,8.83,9.09,0.00,7.78,7.86,0.00,0.77,13.15,7.82,6.44,10.26,9.65
XLOC_004905,TCONS_00007116,Pf3D7_13_v3,1047609,1048377,+,768,1,"768,","0,",0.25,,6.38,11.87,T20,2.94,,0.15,-0.59,PF3D7_1325200,"oxidoreductase, putative",0.68,10.06,11.87,9.05,10.21,8.87,4.49,3.45,3.13,2.85,5.58,12.52,16.12,24.83,13.38
XLOC_004921,TCONS_00007141,Pf3D7_13_v3,1209545,1210408,+,863,1,"863,","0,",0.19,,2.92,10.44,T20,3.52,,0.21,0.03,PF3D7_1328600,"conserved Plasmodium protein, unknown function",1.18,2.58,10.44,5.96,2.70,2.65,1.11,2.24,1.37,0.00,1.83,4.08,1.18,2.84,1.97
XLOC_004927,TCONS_00007150,Pf3D7_13_v3,1260867,1262011,+,1144,1,"1144,","0,",0.18,,7.93,31.59,TT8,3.70,,0.19,0.67,PF3D7_1329700,"conserved Plasmodium protein, unknown function",14.03,8.58,7.77,2.79,1.94,4.16,1.51,2.11,8.19,4.52,31.59,14.42,1.20,4.08,3.14
XLOC_004938,TCONS_00007170,Pf3D7_13_v3,1316729,1317896,+,924,2,"251,673,","0,494,",0.24,,4.37,17.64,T6,3.71,,0.24,0.25,PF3D7_1331600,"protein tyrosine phosphatase, putative",17.64,0.67,0.68,0.68,1.15,0.45,0.42,1.91,7.46,3.23,13.75,1.78,0.19,0.14,6.38
XLOC_004950,TCONS_00007187,Pf3D7_13_v3,1378138,1379703,+,1565,1,"1565,","0,",0.21,,9.65,24.81,T14,4.31,,0.18,-0.73,PF3D7_1333700,histone H3 variant (CenH3),3.97,24.81,22.40,10.91,10.70,6.72,1.13,1.85,1.12,0.30,22.27,22.35,15.93,15.47,2.79
XLOC_004954,TCONS_00007192,Pf3D7_13_v3,1412924,1413963,+,1039,1,"1039,","0,",0.23,,6.97,25.71,TT8,4.49,,0.22,-0.42,PF3D7_1334800,MSP7-like protein (MSRP2),7.39,25.14,10.15,1.14,1.28,1.93,0.96,0.19,1.21,1.57,25.71,15.92,3.45,4.33,1.02
XLOC_004955,TCONS_00007193,Pf3D7_13_v3,1423688,1424320,+,632,1,"632,","0,",0.22,,7.22,30.32,T6,4.63,,0.25,0.96,PF3D7_1335200,"reticulocyte binding protein homologue 6, pseudogene (RH6)",30.32,0.41,0.40,0.40,0.27,0.28,0.82,1.51,18.70,5.54,20.80,6.90,0.00,0.45,32.45
XLOC_004960,TCONS_00007199,Pf3D7_13_v3,1464847,1466297,+,1450,1,"1450,","0,",0.34,,1.16,2.02,T48,1.27,,0.16,0.14,PF3D7_1335900,sporozoite surface protein 2 (TRAP),1.21,0.35,0.25,1.38,1.50,1.35,1.14,1.59,0.86,2.02,1.12,1.36,5.04,10.73,4.10
XLOC_004964,TCONS_00007207,Pf3D7_13_v3,1491557,1492801,+,1244,1,"1244,","0,",0.22,,8.72,18.79,T20,2.12,,0.16,0.31,PF3D7_1337000,"endopeptidase, putative",3.57,17.05,18.79,15.18,5.37,7.82,7.07,6.90,6.80,3.82,3.55,11.29,6.81,14.62,13.00
XLOC_004969,TCONS_00007214,Pf3D7_13_v3,1517558,1518511,+,953,1,"953,","0,",0.24,YES,14.45,41.19,TT8,3.17,,0.17,0.76,PF3D7_1337500,"conserved Plasmodium protein, unknown function",14.53,36.93,25.50,13.99,5.52,4.14,3.70,4.09,5.35,4.04,41.19,30.55,4.13,5.54,7.13
XLOC_004993,TCONS_00007244,Pf3D7_13_v3,1669313,1670323,+,1010,1,"1010,","0,",0.19,,5.59,9.78,T20,2.44,,0.15,-0.59,PF3D7_1342500,sporozoite protein essential for cell traversal (SPECT),0.99,8.02,9.78,4.31,6.57,9.73,5.06,5.22,3.34,1.23,7.24,13.62,5.36,9.54,8.07
XLOC_005011,TCONS_00007267,Pf3D7_13_v3,1812108,1813273,+,1165,1,"1165,","0,",0.20,,7.35,32.73,TT8,4.45,,0.21,-0.85,PF3D7_1345200,"rhomboid protease ROM6, putative (ROM6)",15.58,11.58,5.80,4.28,1.74,1.85,0.75,0.54,3.61,2.43,32.73,14.28,4.24,2.10,3.93
XLOC_005015,TCONS_00007272,Pf3D7_13_v3,1837796,1838802,+,1006,1,"1006,","0,",0.22,,2.16,6.15,T32,2.46,,0.20,-0.66,PF3D7_1346000,"dynactin subunit 2, putative",0.30,0.62,1.18,0.40,2.14,6.15,3.99,3.19,2.28,1.11,2.37,1.44,0.58,3.59,5.75
XLOC_005022,TCONS_00007283,Pf3D7_13_v3,1893389,1895156,+,1767,1,"1767,","0,",0.17,,6.23,12.13,T28,2.71,,0.16,-0.41,PF3D7_1347300,"conserved Plasmodium membrane protein, unknown function",3.07,10.73,8.59,11.18,12.13,7.39,2.93,1.18,1.32,1.00,9.00,8.29,14.25,9.12,1.58
XLOC_005050,TCONS_00007327,Pf3D7_13_v3,2095423,2096799,+,1376,1,"1376,","0,",0.13,,6.55,13.91,T20,2.51,,0.16,-0.64,PF3D7_1352600,"conserved Plasmodium protein, unknown function",1.61,3.94,13.91,5.05,5.30,10.44,7.73,8.54,9.92,2.59,3.01,3.07,2.18,5.04,7.39
XLOC_005071,TCONS_00007360,Pf3D7_13_v3,2227921,2229307,+,1386,1,"1386,","0,",0.18,,2.07,6.31,T40,2.87,,0.22,-0.76,PF3D7_1356200,"mitochondrial import inner membrane translocase subunit TIM23, putative (TIM23)",0.82,0.88,0.27,0.00,0.37,0.77,2.48,6.31,6.25,0.74,3.84,1.44,0.21,2.37,17.50
XLOC_005088,TCONS_00007392,Pf3D7_13_v3,2331788,2332631,+,843,1,"843,","0,",0.18,,14.75,32.23,T20,3.58,,0.16,0.73,PF3D7_1358900,"GTP binding protein, putative",8.02,30.82,32.23,23.02,17.90,9.46,11.30,6.43,3.59,1.78,17.73,27.62,16.58,8.05,4.70
XLOC_005126,TCONS_00007442,Pf3D7_13_v3,2605770,2607390,+,1620,1,"1620,","0,",0.19,,5.59,14.62,T14,3.60,,0.19,0.49,PF3D7_1364900,ferrochelatase (FC),1.99,14.62,11.61,8.30,3.94,3.93,1.12,0.90,1.40,0.29,13.43,14.13,4.41,4.56,1.15
XLOC_005163,TCONS_00007499,Pf3D7_13_v3,2823823,2824781,+,958,1,"958,","0,",0.20,,5.38,14.43,T6,3.53,,0.19,-0.33,PF3D7_1371800,"Plasmodium exported protein, unknown function",14.43,0.35,0.97,0.34,3.86,3.99,2.67,5.96,11.05,4.24,11.36,2.04,1.49,4.33,9.85
XLOC_005180,TCONS_00007520,Pf3D7_13_v3,25595,26782,-,1187,1,"1187,","0,",0.34,,1.72,4.70,T40,2.21,,0.20,0.04,PF3D7_1300100,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1.78,0.24,0.23,0.37,0.79,1.67,1.55,4.70,4.29,1.28,2.06,1.29,8.08,13.34,23.70
XLOC_005181,TCONS_00007521,Pf3D7_13_v3,27721,28876,-,1155,1,"1155,","0,",0.29,,1.14,2.01,T20,1.13,,0.16,-0.15,PF3D7_1300100,"erythrocyte membrane protein 1, PfEMP1 (VAR)",0.99,1.18,2.01,1.28,0.90,0.76,1.11,1.82,0.89,0.37,1.30,1.68,4.13,8.50,14.43
XLOC_005184,TCONS_00007525,Pf3D7_13_v3,50690,52088,-,1398,1,"1398,","0,",0.27,,0.70,3.12,T14,2.04,,0.30,-0.10,PF3D7_1300500,rifin (RIF),0.29,3.12,1.31,1.72,0.39,0.40,0.00,0.09,0.12,0.00,0.31,10.08,5.31,0.57,1.06
XLOC_005233,TCONS_00007592,Pf3D7_13_v3,358441,359332,-,891,1,"891,","0,",0.18,,13.01,37.55,T32,3.26,,0.16,0.00,PF3D7_1308000,"conserved Plasmodium membrane protein, unknown function",6.16,5.34,3.01,6.04,15.25,37.55,22.25,18.47,14.94,7.03,7.03,3.14,9.43,40.27,19.89
XLOC_005243,TCONS_00007606,Pf3D7_13_v3,438509,439577,-,1068,1,"1068,","0,",0.23,,7.90,27.06,T14,3.90,,0.19,0.85,PF3D7_1309600,"ribosomal RNA methyltransferase, putative",2.75,27.06,20.23,10.79,4.14,4.93,3.95,2.47,2.86,0.88,6.82,22.70,11.18,15.09,14.33
XLOC_005245,TCONS_00007609,Pf3D7_13_v3,451689,453550,-,1861,1,"1861,","0,",0.20,,3.41,10.78,T44,3.46,,0.23,-0.21,PF3D7_1310100,"conserved Plasmodium protein, unknown function",6.68,0.46,0.53,0.11,0.07,0.30,0.16,9.18,10.78,1.88,7.30,1.15,0.00,0.00,10.72
XLOC_005276,TCONS_00007667,Pf3D7_13_v3,684256,685181,-,925,1,"925,","0,",0.14,,9.34,21.34,T20,2.93,,0.16,-0.25,PF3D7_1316400,"conserved Plasmodium protein, unknown function",9.41,17.93,21.34,9.14,9.87,8.82,2.98,1.92,3.26,2.41,15.67,11.91,0.45,3.09,0.00
XLOC_005279,TCONS_00007672,Pf3D7_13_v3,713797,715191,-,1394,1,"1394,","0,",0.27,,4.81,15.52,T24,4.05,,0.21,-0.63,PF3D7_1317100,DNA replication licensing factor MCM4 (MCM4),0.00,1.39,15.00,15.52,8.44,5.47,1.50,1.53,0.36,2.22,1.45,7.05,26.54,18.19,4.09
XLOC_005289,TCONS_00007686,Pf3D7_13_v3,786237,787761,-,1524,1,"1524,","0,",0.16,,8.06,28.70,TT8,3.65,,0.19,-0.54,PF3D7_1319000,"conserved Plasmodium protein, unknown function",5.32,23.21,12.53,2.98,2.40,2.28,2.83,2.94,4.07,1.36,28.70,11.20,2.65,4.30,2.64
XLOC_005301,TCONS_00007707,Pf3D7_13_v3,899836,901219,-,1277,2,"286,991,","0,392,",0.22,,4.29,10.73,TT8,2.40,,0.17,0.06,PF3D7_1321600,"phosphodiesterase gamma, putative (PDEgamma)",4.34,7.52,8.06,4.76,2.51,2.77,1.43,2.11,1.71,1.22,10.73,11.03,3.82,3.43,3.24
XLOC_005303,TCONS_00007713,Pf3D7_13_v3,928650,929498,-,848,1,"848,","0,",0.25,,0.99,3.08,T36,2.03,,0.23,-0.77,PF3D7_1322100,"SET domain protein, putative (SET2)",0.00,0.40,0.38,0.59,0.91,2.21,3.08,1.60,1.40,0.00,0.33,0.00,0.82,7.26,13.49
XLOC_005308,TCONS_00007722,Pf3D7_13_v3,970872,971509,-,637,1,"637,","0,",0.22,,12.33,31.78,T20,3.44,,0.17,-0.74,PF3D7_1323300,"acetyltransferase, GNAT family, putative",4.28,30.26,31.78,21.02,13.83,6.11,7.65,4.78,2.02,2.61,11.32,34.29,22.86,16.84,9.58
