circRNA_ID,Chromosome,Start,Stop,Supporting reads,Strand,Unique Supporting reads,Best quality of anchor A,Best quality of anchor B,Samples,Sample counts,Edits,Anchor overlap,Breakpoints,Length (genomic distance),Associated annotation             (if applicable),Correlation with linear counterpart,Annotation description
bowtie_circ_004189,Pf3D7_04_v3,93066,93180,8,-,8,40,40,"ER,LRET,T12+16,T28,T40","1,2,2,2,1",2,0,1,114,PF3D7_0401600,,rifin (RIF)
bowtie_circ_004402,Pf3D7_05_v3,1123122,1123254,8,+,8,40,40,"ER,MTLT,T12+16,T28,T32,T36,TT4","1,2,1,1,1,1,1",2,0,1,132,NA,,NA
bowtie_circ_004414,Pf3D7_14_v3,1320487,1320610,8,-,8,40,40,"T24,T28,T36,T40,T44","1,3,2,1,1",0,0,1,123,PF3D7_1433400,,"conserved Plasmodium membrane protein, unknown function"
bowtie_circ_004568,Pf3D7_07_v3,382721,382906,9,+,8,40,40,"LRET,T20,T24,T28,T36,T44","1,1,1,3,2,1",1,0,1,185,PF3D7_0708400,,heat shock protein 90 (HSP90)
bowtie_circ_004808,Pf3D7_12_v3,670843,670960,10,+,8,40,40,"MTLT,T20,T24,T28,T36","1,1,2,5,1",1,0,1,117,PF3D7_1216900,,"DNA-binding chaperone, putative"
bowtie_circ_005039,Pf3D7_05_v3,1308357,1308478,8,+,8,40,40,"ER,LRET,T12+16,T24,T28","1,1,1,3,2",0,0,1,121,PF3D7_0532300,,"Plasmodium exported protein (PHISTb), unknown function"
bowtie_circ_005085,Pf3D7_05_v3,295120,295332,8,-,8,40,40,"ER,LRET,T20,T24,T40,T44","3,1,1,1,1,1",1,0,1,212,PF3D7_0507100,,"60S ribosomal protein L4, putative"
bowtie_circ_000048,Pf3D7_04_v3,632535,632670,7,-,7,40,40,"T28,T32,T36,T40","2,1,3,1",1,0,1,135,PF3D7_0414000,,"chromosome associated protein, putative"
bowtie_circ_000070,Pf3D7_08_v3,567941,568184,7,+,7,40,40,"S3,T20,T40,T44,T48,TT4","1,1,2,1,1,1",0,0,1,243,PF3D7_0811300,,CCR4-associated factor 1 (CAF1)
bowtie_circ_000083,Pf3D7_04_v3,871555,871666,7,+,7,40,40,"ER,S3,T12+16,T24,T36,T40","1,1,1,1,2,1",2,0,1,111,PF3D7_0419600,,"ran binding protein 1, putative"
bowtie_circ_000320,Pf3D7_05_v3,1082144,1082246,7,-,7,40,6,"T24,T32,T40,T44","1,2,1,3",1,0,1,102,PF3D7_0526200,,"ADP-ribosylation factor GTPase-activating protein, putative"
bowtie_circ_000437,Pf3D7_08_v3,1304355,1304457,7,+,7,40,5,"ER,T20,T24,TT4","1,2,2,2",2,0,1,102,PF3D7_0830600,,"Plasmodium exported protein (PHISTc), unknown function"
bowtie_circ_000531,Pf3D7_08_v3,687808,688033,7,+,7,40,40,"ER,LRET,MTLT,T24,T28,T36","1,1,1,1,2,1",0,0,1,225,PF3D7_0814200,,DNA/RNA-binding protein Alba 1 (ALBA1)
bowtie_circ_000987,Pf3D7_09_v3,473244,473363,8,+,7,40,40,"ER,T24,T32,T40,T48","2,2,1,1,2",0,0,1,119,PF3D7_0910200,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001175,Pf3D7_05_v3,84561,84669,9,-,7,40,40,"S3,T40,T44,T48","1,1,6,1",0,0,1,108,PF3D7_0501600,,rhoptry-associated protein 2 (RAP2)
bowtie_circ_001510,Pf3D7_12_v3,928261,928434,8,+,7,40,40,"T28,T40,T44,T48,TT4","1,1,1,4,1",2,0,1,173,PF3D7_1223100,,cAMP-dependent protein kinase regulatory subunit (PKAr)
bowtie_circ_001647,Pf3D7_05_v3,758663,758790,7,+,7,40,40,"T20,T32,T36,T40,T44","1,1,1,2,2",2,0,1,127,PF3D7_0518200,,"SWIB/MDM2 domain-containing protein, putative"
bowtie_circ_001793,Pf3D7_14_v3,289161,289269,8,+,7,40,35,"ER,T12+16,T28,TT4","2,2,2,2",0,0,1,108,PF3D7_1407900,,plasmepsin I (PMI)
bowtie_circ_001892,Pf3D7_08_v3,1252862,1253625,7,+,7,40,40,"LRET,T12+16,T24,T44,T48","1,3,1,1,1",0,0,1,763,PF3D7_0829100,,"conserved protein, unknown function"
bowtie_circ_001924,Pf3D7_09_v3,241930,242134,7,+,7,40,40,"ER,T12+16,T24,T32,T36,T44","1,1,1,2,1,1",0,0,1,204,PF3D7_0905100,,"nucleoporin NUP100/NSP100, putative (NUP100)"
bowtie_circ_002022,Pf3D7_10_v3,727098,727245,9,-,7,0,40,"T4+8,T40,T44,T48","2,1,4,2",0,0,1,147,PF3D7_1018200,,"serine/threonine protein phosphatase, putative"
bowtie_circ_002103,Pf3D7_08_v3,687808,687949,7,+,7,40,40,"T20,T28,T40,T44,TT4","1,2,1,1,2",0,0,1,141,PF3D7_0814200,,DNA/RNA-binding protein Alba 1 (ALBA1)
bowtie_circ_002202,Pf3D7_12_v3,831841,831952,7,-,7,40,40,"LRET,T20,T36,T4+8,T44","1,1,2,1,2",0,0,1,111,PF3D7_1220900,,heterochromatin protein 1 (HP1)
bowtie_circ_002242,Pf3D7_10_v3,114807,114915,7,+,7,5,40,"LRET,T20,T24,T28,T36,T40,T48","1,1,1,1,1,1,1",0,0,1,108,PF3D7_1002200,,tryptophan-rich antigen 3 (PArt)
bowtie_circ_002303,Pf3D7_02_v3,278039,278144,8,-,7,40,40,"S3,T36,T40,T48","1,2,4,1",0,0,1,105,PF3D7_0207000,,merozoite surface protein 4 (MSP4)
bowtie_circ_002393,Pf3D7_06_v3,1172135,1173721,8,-,7,40,40,"ER,T44,T48,TT4","2,1,3,2",0,0,1,1586,PF3D7_0628300,,"choline/ethanolaminephosphotransferase, putative (CEPT)"
bowtie_circ_002421,Pf3D7_09_v3,653583,653694,7,-,7,40,40,"ER,LRET,T20,T28,T36","1,1,1,3,1",0,0,1,111,PF3D7_0915400,,6-phosphofructokinase (PFK9)
bowtie_circ_002422,Pf3D7_12_v3,73695,73815,9,-,7,40,40,"T12+16,T20,T24,T28,T44","2,3,2,1,1",1,0,1,120,PF3D7_1200900,,"Plasmodium exported protein (PHISTc), unknown function"
bowtie_circ_002552,Pf3D7_11_v3,1249394,1249565,7,-,7,40,40,"ER,T12+16,T20,T32","1,1,4,1",0,0,1,171,PF3D7_1132200,,"TCP-1/cpn60 chaperonin family, putative"
bowtie_circ_002735,Pf3D7_02_v3,252756,253484,7,+,7,40,40,"ER,T12+16,T24,TT4","1,2,3,1",0,0,1,728,PF3D7_0206300,,"conserved Plasmodium protein, unknown function, pseudogene"
bowtie_circ_002823,Pf3D7_13_v3,1137874,1137980,7,-,7,40,6,"T24,T28,T32,T40,T44","2,1,2,1,1",0,0,1,106,PF3D7_1327000,,"conserved Plasmodium protein, unknown function"
bowtie_circ_003016,Pf3D7_13_v3,2477303,2477438,8,-,7,40,40,"ER,S3,T40,T44,T48","1,3,1,2,1",2,0,1,135,PF3D7_1361800,,"conserved Plasmodium protein, unknown function"
bowtie_circ_003134,Pf3D7_06_v3,454379,454555,7,+,7,40,40,"LRET,MTLT,T20,T24,T28,T32,T36","1,1,1,1,1,1,1",0,0,1,176,PF3D7_0610800,,transketolase (TK)
bowtie_circ_003176,Pf3D7_10_v3,1400988,1401168,7,+,7,40,40,"S3,T40,T44,T48","3,1,1,2",0,0,1,180,PF3D7_1035300,,glutamate-rich protein (GLURP)
bowtie_circ_003342,Pf3D7_03_v3,524921,525211,7,-,7,40,40,"S3,T36,T44,T48,TT4","2,1,1,2,1",0,0,1,290,PF3D7_0312400,,glycogen synthase kinase 3 (GSK3)
bowtie_circ_003415,Pf3D7_13_v3,2616125,2618062,8,-,7,40,40,"S3,T24,T32,T36,T40,T44","1,1,3,1,1,1",0,0,1,1937,PF3D7_1365400,,ubiquitin-activating enzyme (Uba2)
bowtie_circ_003428,Pf3D7_07_v3,759540,760248,11,-,7,40,40,"T36,T4+8,T44,T48,TT4","1,5,1,1,3",0,0,1,708,PF3D7_0717600,,"conserved Plasmodium protein, unknown function"
bowtie_circ_003503,Pf3D7_13_v3,2435964,2436078,7,+,7,40,40,"ER,T20,T24,T36","1,1,1,4",0,0,1,114,PF3D7_1360800,,falcilysin (FLN)
bowtie_circ_003794,Pf3D7_13_v3,2120087,2120189,7,-,7,5,40,"ER,S3,T20,T24,T28,T40,T48","1,1,1,1,1,1,1",0,0,1,102,PF3D7_1353000,,"tryptophan-rich antigen, pseudogene"
bowtie_circ_003850,Pf3D7_04_v3,104555,104699,7,+,7,0,40,"LRET,S3,T28","5,1,1",2,0,1,144,PF3D7_0401800,,"Plasmodium exported protein (PHISTb), unknown function (PfD80)"
bowtie_circ_004156,Pf3D7_10_v3,1168067,1168187,9,+,7,40,40,"T12+16,T24,T36,TT4","1,3,2,3",1,0,1,120,PF3D7_1028300,,"nucleolar preribosomal assembly protein, putative"
bowtie_circ_004257,Pf3D7_02_v3,349130,349232,7,-,7,40,40,"MTLT,S3,T12+16,T20,T32,T36,T40","1,1,1,1,1,1,1",2,0,1,102,PF3D7_0208400,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004291,Pf3D7_13_v3,1653743,1653968,8,-,7,40,40,"LRET,MTLT,S3,T24,T32,T40","1,1,1,1,2,2",0,0,1,225,PF3D7_1342000,,"40S ribosomal protein S6, putative"
bowtie_circ_004399,Pf3D7_11_v3,932157,932433,7,-,7,40,5,"ER,LRET,T24,T28,T36,T44","1,1,1,2,1,1",0,0,1,276,PF3D7_1123500,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004605,Pf3D7_05_v3,254464,255559,7,-,7,40,40,"S3,T12+16,T28,TT4","3,1,2,1",0,0,1,1095,PF3D7_0505900,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004951,Pf3D7_13_v3,953152,954054,7,+,7,40,40,"S3,T44,T48","2,2,3",0,0,1,902,PF3D7_1322500,,"DHHC-type zinc finger protein, putative"
bowtie_circ_000023,Pf3D7_04_v3,93202,93324,6,-,6,5,40,"ER,LRET,T20,T32","2,2,1,1",0,0,1,122,PF3D7_0401600,,rifin (RIF)
bowtie_circ_000104,Pf3D7_05_v3,1226931,1227131,6,+,6,40,40,"S3,T20,T28,T36,T44","1,1,1,1,2",0,0,1,200,PF3D7_0530100,,"SNARE protein, putative (SYN6)"
bowtie_circ_000147,Pf3D7_07_v3,613558,613676,6,-,6,40,40,"ER,T28,T36,T40,T44,T48","1,1,1,1,1,1",0,0,1,118,PF3D7_0632500,,"erythrocyte membrane protein 1, PfEMP1 (VAR)"
bowtie_circ_000393,Pf3D7_09_v3,1135907,1136188,6,+,6,40,40,"ER,T20,T48","2,2,2",0,0,1,281,PF3D7_0928000,,"cytochrome c oxidase subunit 6B, putative (COX6B)"
bowtie_circ_000399,Pf3D7_08_v3,149146,149350,6,+,6,40,40,"ER,T24,T28,T36,T40,T48","1,1,1,1,1,1",1,0,1,204,PF3D7_0802000,,"glutamate dehydrogenase, putative (GDH3)"
bowtie_circ_000430,Pf3D7_06_v3,1172135,1173355,6,-,6,40,40,"S3,T12+16,T4+8,TT4","1,1,1,3",0,0,1,1220,PF3D7_0628300,,"choline/ethanolaminephosphotransferase, putative (CEPT)"
bowtie_circ_000678,Pf3D7_13_v3,1419327,1419564,7,-,6,40,40,"S3,T36,T40,T44,TT4","2,1,1,2,1",1,0,1,237,PF3D7_1335100,,merozoite surface protein 7 (MSP7)
bowtie_circ_000725,Pf3D7_12_v3,989084,989215,6,+,6,40,40,"T12+16,T24,T32,T36,TT4","1,1,2,1,1",2,0,1,131,PF3D7_1224300,,"polyadenylate-binding protein, putative (PABP)"
bowtie_circ_000796,Pf3D7_02_v3,105049,105172,6,-,6,40,40,"T12+16,T20,T28","2,1,3",1,0,1,123,PF3D7_0202000,,knob-associated histidine-rich protein (KAHRP)
bowtie_circ_000816,Pf3D7_10_v3,449519,449744,6,+,6,40,40,"S3,T32,T36,T40,T48","1,2,1,1,1",1,0,1,225,PF3D7_1011700,,"DNA repair protein RAD23, putative"
bowtie_circ_000848,Pf3D7_07_v3,858926,859031,6,-,6,40,40,"LRET,T20,T24,T28,T32","1,2,1,1,1",0,0,1,105,PF3D7_0719600,,"60S ribosomal protein L11a, putative"
bowtie_circ_000975,Pf3D7_09_v3,1206088,1206203,6,+,6,40,40,"T4+8,T40,T44,T48","1,1,3,1",1,0,1,115,PF3D7_0930300,,merozoite surface protein 1 (MSP1)
bowtie_circ_001132,Pf3D7_14_v3,1092998,1093117,6,+,6,40,40,"ER,S3,T36,T40","1,1,3,1",0,0,1,119,PF3D7_1427900,,"conserved protein, unknown function"
bowtie_circ_001402,Pf3D7_04_v3,192469,192595,7,-,6,40,40,"T36,T44,T48","2,3,2",2,0,1,126,PF3D7_0403400,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001552,Pf3D7_10_v3,475424,475589,6,-,6,40,40,"T20,T24,T28","2,1,3",2,0,1,165,PF3D7_1012400,,hypoxanthine-guanine phosphoribosyltransferase (HGPRT)
bowtie_circ_001708,Pf3D7_10_v3,122253,122993,7,+,6,40,40,"T12+16,T20,T44,TT4","3,1,1,2",0,0,1,740,PF3D7_1002400,,"RNA binding protein, putative"
bowtie_circ_001709,Pf3D7_10_v3,920722,920827,6,+,6,40,40,"ER,T20,T24,T36","2,2,1,1",1,0,1,105,PF3D7_1022000,,"RNA binding protein, putative"
bowtie_circ_001822,Pf3D7_12_v3,298589,298700,8,-,6,40,40,"T12+16,T20,T24,T28,T32","2,2,2,1,1",0,0,1,111,PF3D7_1206600,,"DNA-directed RNA polymerase III subunit, putative"
bowtie_circ_001948,Pf3D7_13_v3,632574,633492,6,+,6,40,40,"LRET,S3,T20,T48","1,2,1,2",0,0,1,918,PF3D7_1314900,,TFIIH basal transcription factor subunit
bowtie_circ_002037,Pf3D7_14_v3,2604524,2605189,7,-,6,40,40,"T32,T36,T4+8","2,2,3",0,0,1,665,PF3D7_1464400,,"zinc finger protein, putative"
bowtie_circ_002038,Pf3D7_11_v3,1966634,1966760,6,-,6,40,40,"LRET,T28,T32","2,3,1",1,0,1,126,PF3D7_1149000,,"antigen 332, DBL-like protein (Pf332)"
bowtie_circ_002533,Pf3D7_07_v3,632766,632915,6,-,6,40,6,"T20,T24,T28,T32","1,1,3,1",0,0,1,149,PF3D7_0713900,,"conserved Plasmodium protein, unknown function"
bowtie_circ_002626,Pf3D7_05_v3,876055,876159,6,+,6,40,40,"T20,T32,T40,T44","1,3,1,1",2,0,1,104,PF3D7_0521400,,"conserved Plasmodium protein, unknown function"
bowtie_circ_002902,Pf3D7_06_v3,257563,259970,7,+,6,40,40,"T12+16,T24,T28,T36,T4+8","2,1,1,1,2",0,0,1,2407,PF3D7_0606100,,"RNA binding protein, putative"
bowtie_circ_002925,Pf3D7_14_v3,2392771,2392879,6,+,6,40,40,"LRET,S3,T36,T44,T48","1,1,1,2,1",2,0,1,108,PF3D7_1458300,,"conserved Plasmodium protein, unknown function"
bowtie_circ_002988,Pf3D7_05_v3,325677,325785,7,+,6,40,40,"T24,T28,T32,T4+8,T40","2,1,1,1,2",0,0,1,108,PF3D7_0507800,,"conserved Plasmodium protein, unknown function"
bowtie_circ_003111,Pf3D7_03_v3,315573,315983,7,-,6,40,40,"MTLT,T20,T24,T28,T32,T40","1,2,1,1,1,1",0,0,1,410,PF3D7_0307200,,"60S ribosomal protein L7, putative"
bowtie_circ_003237,Pf3D7_13_v3,418777,419424,7,+,6,40,40,"ER,LRET,T12+16,T36,T40","1,1,2,2,1",0,0,1,647,PF3D7_1309100,,"60S ribosomal protein L24, putative"
bowtie_circ_003525,Pf3D7_04_v3,565305,565445,6,-,6,40,40,"ER,LRET,T12+16,T24","1,2,1,2",0,0,1,140,PF3D7_0412700,,"erythrocyte membrane protein 1, PfEMP1 (VAR)"
bowtie_circ_003633,Pf3D7_10_v3,199455,199585,6,-,6,40,40,"ER,T20,T24,T32,T36","2,1,1,1,1",1,0,1,130,PF3D7_1004300,,"zinc finger, C3HC4 type, putative"
bowtie_circ_003759,Pf3D7_09_v3,740226,740347,6,-,6,40,40,"S3,T28,T36,T40,T44","1,1,2,1,1",0,0,1,121,PF3D7_0917900,,heat shock protein 70 (HSP70-2)
bowtie_circ_003932,Pf3D7_04_v3,501141,501249,6,-,6,40,40,"ER,T20,T28","2,2,2",1,0,1,108,PF3D7_0411000,,"conserved Plasmodium protein, unknown function"
bowtie_circ_003998,Pf3D7_05_v3,1037806,1037910,6,+,6,40,40,"MTLT,T20,T24,T36","1,2,2,1",0,0,1,104,PF3D7_0525000,,"zinc finger protein, putative"
bowtie_circ_004073,Pf3D7_08_v3,687838,687985,6,+,6,40,40,"S3,T12+16,T24,T36,T48","1,1,1,1,2",1,0,1,147,PF3D7_0814200,,DNA/RNA-binding protein Alba 1 (ALBA1)
bowtie_circ_004397,Pf3D7_12_v3,570208,570366,7,+,6,40,40,"S3,T24,T32,T36,T4+8,T40","1,1,1,1,2,1",1,0,1,158,PF3D7_1212900,,"bromodomain protein, putative"
bowtie_circ_004445,Pf3D7_14_v3,1911799,1911937,6,+,6,40,40,"ER,MTLT,T24,T44,T48","1,2,1,1,1",1,0,1,138,PF3D7_1446500,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004804,Pf3D7_12_v3,726958,727093,7,-,6,40,40,"MTLT,T20,T36,T44,T48","1,2,2,1,1",0,0,1,135,PF3D7_1218500,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004824,Pf3D7_13_v3,43904,44073,7,-,6,40,40,"ER,LRET","5,2",0,0,1,169,PF3D7_1300300,,"erythrocyte membrane protein 1, PfEMP1 (VAR)"
bowtie_circ_004992,Pf3D7_11_v3,637022,637178,7,-,6,40,40,"ER,T24,T44,TT4","1,2,2,2",2,0,1,156,PF3D7_1116800,,heat shock protein 101 (HSP101)
bowtie_circ_004995,Pf3D7_09_v3,154185,154335,6,+,6,40,40,"ER,T20,T24,T28,T40","2,1,1,1,1",1,0,1,150,PF3D7_0903400,,"DEAD/DEAH box helicase, putative"
bowtie_circ_005110,Pf3D7_13_v3,2242116,2242263,6,-,6,40,40,"T32,T36,T44","2,3,1",1,0,1,147,PF3D7_1356600,,"regulator of chromosome condensation, putative"
bowtie_circ_005161,Pf3D7_09_v3,1051312,1051423,6,-,6,40,40,"T20,T28,T36","1,2,3",0,0,1,111,PF3D7_0926100,,"protein kinase, putative"
bowtie_circ_005206,Pf3D7_10_v3,998424,998527,6,-,6,40,40,"S3,T24,T28,T36,T48","1,1,1,1,2",1,0,1,103,PF3D7_1023900,,"chromodomain-helicase-DNA-binding protein 1 homolog, putative (CHD1)"
bowtie_circ_005216,Pf3D7_07_v3,1350397,1350656,6,+,6,40,40,"ER,T20,T24,T36,TT4","1,2,1,1,1",2,0,1,259,PF3D7_0731300,,"Plasmodium exported protein (PHISTb), unknown function (PfG174)"
bowtie_circ_005391,Pf3D7_14_v3,2207943,2208075,6,+,6,40,4,"LRET,T32,T36,T44","1,2,2,1",1,0,1,132,PF3D7_1453700,,co-chaperone p23 (P23)
bowtie_circ_005521,Pf3D7_14_v3,1717491,1717623,7,+,6,6,40,"T28,T36,T40,T48","1,2,2,2",0,0,1,132,PF3D7_1442400,,"conserved Plasmodium protein, unknown function"
bowtie_circ_005570,Pf3D7_05_v3,491925,492041,6,+,6,40,5,"ER,T12+16,T24,T36,TT4","1,1,1,2,1",0,0,1,116,PF3D7_0511500,,"RNA pseudouridylate synthase, putative"
bowtie_circ_005679,Pf3D7_07_v3,1350787,1351048,8,+,6,40,40,"LRET,T12+16,T20,T24,T32","1,2,2,2,1",2,0,1,261,PF3D7_0731300,,"Plasmodium exported protein (PHISTb), unknown function (PfG174)"
bowtie_circ_000095,Pf3D7_14_v3,862709,862841,5,+,5,40,5,"LRET,T20,T36,TT4","1,1,2,1",0,0,1,132,PF3D7_1420700,,"surface protein, Pf113 (Pf113)"
bowtie_circ_000397,Pf3D7_13_v3,2338754,2338859,6,+,5,40,40,"T24,T28,TT4","3,2,1",2,0,1,105,PF3D7_1359000,,"conserved Plasmodium protein, unknown function"
bowtie_circ_000599,Pf3D7_14_v3,1446583,1447361,5,-,5,40,40,"S3,T28,T36,T44,TT4","1,1,1,1,1",0,0,1,778,PF3D7_1435700,,"ataxin-2 like protein, putative"
bowtie_circ_000711,Pf3D7_11_v3,977274,977775,6,-,5,40,40,"ER,MTLT,T28,T40","1,2,2,1",0,0,1,501,PF3D7_1124800,,"nuclear preribosomal assembly protein, putative"
bowtie_circ_000782,Pf3D7_02_v3,306675,306795,5,-,5,35,5,"T40,T44,T48","3,1,1",0,0,1,120,PF3D7_0207600,,serine repeat antigen 5 (SERA5)
bowtie_circ_000847,Pf3D7_07_v3,424191,424293,5,-,5,40,40,"T28,T36,T40,T44","1,2,1,1",1,0,1,102,PF3D7_0709400,,Cg7 protein
bowtie_circ_001001,Pf3D7_08_v3,1032219,1032634,6,+,5,40,40,"LRET,T12+16,T32,T36","1,3,1,1",0,0,1,415,PF3D7_0823300,,histone acetyltransferase GCN5 (GCN5)
bowtie_circ_001005,Pf3D7_14_v3,1022302,1022410,6,-,5,40,40,"ER,T24,T28,T32,T44","1,2,1,1,1",2,0,1,108,PF3D7_1426200,,arginine methyltransferase 1 (PRMT1)
bowtie_circ_001214,Pf3D7_10_v3,601196,601352,5,-,5,40,40,"T28,T44,T48","1,3,1",0,0,1,156,PF3D7_1014900,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001244,Pf3D7_10_v3,68337,68445,5,-,5,40,40,"T12+16,T4+8,TT4","1,1,3",0,0,1,108,PF3D7_1001100,,"acyl-CoA binding protein, isoform 1, ACBP1 (ACBP1)"
bowtie_circ_001284,Pf3D7_14_v3,2526584,2526700,5,-,5,40,40,"ER,T32,T36","1,2,2",1,0,1,116,PF3D7_1462300,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001417,Pf3D7_14_v3,554485,555638,5,-,5,40,40,"MTLT,S3,T44,T48","1,2,1,1",0,0,1,1153,PF3D7_1414000,,"26S proteasome regulatory subunit RPN13, putative (RPN13)"
bowtie_circ_001506,Pf3D7_08_v3,670671,670780,5,+,5,5,40,"ER,T28,T32,T36","1,2,1,1",0,0,1,109,PF3D7_0813600,,"translation initiation factor SUI1, putative"
bowtie_circ_001521,Pf3D7_07_v3,545153,553405,5,-,5,0,40,"ER,LRET,T12+16,T28","1,2,1,1",0,0,1,8252,"PF3D7_0712300,PF3D7_0712400",,"erythrocyte membrane protein 1, PfEMP1 (VAR)"
bowtie_circ_001671,Pf3D7_14_v3,516906,517045,5,-,5,40,40,"S3,T12+16,T36,T40","1,1,1,2",0,0,1,139,PF3D7_1412800,,N-myristoyltransferase (NMT)
bowtie_circ_001706,Pf3D7_11_v3,1955320,1955443,5,+,5,5,40,"LRET,T28,T36,T40","2,1,1,1",1,0,1,123,PF3D7_1149000,,"antigen 332, DBL-like protein (Pf332)"
bowtie_circ_001925,Pf3D7_03_v3,430372,430551,5,+,5,40,40,"T28,T32,T36,T40","2,1,1,1",0,0,1,179,PF3D7_0310200,,"phd finger protein, putative"
bowtie_circ_001956,Pf3D7_10_v3,892214,892325,5,-,5,40,40,"T20,T28,T44,T48","1,1,1,2",2,0,1,111,PF3D7_1021700,,"conserved Plasmodium membrane protein, unknown function"
bowtie_circ_001976,Pf3D7_13_v3,2473986,2474136,7,+,5,40,40,"S3,T4+8,T40,T44,T48","1,3,1,1,1",0,0,1,150,PF3D7_1361800,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001978,Pf3D7_11_v3,465836,465980,5,+,5,40,40,"S3,T36,T40,T48","1,1,1,2",0,0,1,144,PF3D7_1112100,,"conserved Plasmodium protein, unknown function"
bowtie_circ_002049,Pf3D7_14_v3,2934564,2934698,5,-,5,40,40,"T24,T28,T32,T36","1,1,1,2",0,0,1,134,PF3D7_1471900,,"conserved Plasmodium protein, unknown function"
bowtie_circ_002152,Pf3D7_13_v3,366865,367075,5,-,5,40,40,"ER,T12+16,T20,T32","1,1,2,1",0,0,1,210,PF3D7_1308200,,carbamoyl phosphate synthetase (cpsSII)
bowtie_circ_002221,Pf3D7_13_v3,151216,151714,5,-,5,40,40,"T12+16,T20,T32,T40","1,2,1,1",0,0,1,498,PF3D7_1302800,,"40S ribosomal protein S7, putative"
bowtie_circ_002300,Pf3D7_03_v3,724969,725857,5,+,5,40,40,"ER,LRET,T28,T32","1,2,1,1",0,0,1,888,PF3D7_0317600,,"40S ribosomal protein S11, putative"
bowtie_circ_002337,Pf3D7_10_v3,1153629,1153730,5,-,5,40,40,"S3,T20,T28,T36","1,1,2,1",0,0,1,101,PF3D7_1027800,,"60S ribosomal protein L3, putative"
bowtie_circ_002395,Pf3D7_10_v3,1181901,1182006,6,+,5,40,5,"T36,T44,T48,TT4","1,3,1,1",2,0,1,105,PF3D7_1028700,,merozoite TRAP-like protein (MTRAP)
bowtie_circ_002414,Pf3D7_14_v3,1975985,1976111,7,-,5,40,40,"T32,T36,T40","2,4,1",0,0,1,126,PF3D7_1448300,,"conserved Plasmodium protein, unknown function"
bowtie_circ_002445,Pf3D7_14_v3,862703,862841,5,+,5,40,35,"T28,T44,T48","3,1,1",0,0,1,138,PF3D7_1420700,,"surface protein, Pf113 (Pf113)"
bowtie_circ_002450,Pf3D7_07_v3,755846,755954,6,+,5,40,40,"S3,T44,T48","1,4,1",2,0,1,108,PF3D7_0717500,,calcium-dependent protein kinase 4 (CDPK4)
bowtie_circ_002600,Pf3D7_07_v3,1321921,1322044,5,+,5,40,40,"LRET,T12+16,T20,T24","1,1,2,1",0,0,1,123,PF3D7_0730800,,"Plasmodium exported protein, unknown function"
bowtie_circ_002691,Pf3D7_13_v3,112759,112877,5,-,5,40,40,"ER,T20,T24","1,1,3",1,0,1,118,PF3D7_1302000,,"Plasmodium exported protein, unknown function"
bowtie_circ_002706,Pf3D7_11_v3,390605,390925,5,-,5,40,40,"ER,MTLT,T24,T40","2,1,1,1",0,0,1,320,PF3D7_1109400,,"U3/U14 snoRNA-associated small subunit rRNA processing protein, putative"
bowtie_circ_002736,Pf3D7_07_v3,276492,276609,5,-,5,35,40,"T12+16,T24,T36,T44,T48","1,1,1,1,1",2,0,1,117,PF3D7_0705500,,"inositol-phosphate phosphatase, putative"
bowtie_circ_002748,Pf3D7_07_v3,1326576,1326678,5,+,5,0,40,"LRET,T20,T24,T28","1,1,2,1",2,0,1,102,PF3D7_0730900,,"Plasmodium exported protein, unknown function"
bowtie_circ_002791,Pf3D7_14_v3,978198,979167,5,+,5,40,40,"ER,T24,T36,T44","1,1,2,1",0,0,1,969,PF3D7_1424400,,"60S ribosomal protein L7-3, putative"
bowtie_circ_002828,Pf3D7_11_v3,226121,226532,6,+,5,40,40,"T36,T40,T44","1,2,3",1,0,1,411,PF3D7_1105100,,histone H2B (H2B)
bowtie_circ_002879,Pf3D7_12_v3,117070,117230,5,-,5,40,40,"T32,T40,T44","1,1,3",0,0,1,160,PF3D7_1202200,,mitochondrial phosphate carrier protein (MPC)
bowtie_circ_002970,Pf3D7_14_v3,289383,289558,5,-,5,40,40,"MTLT,T12+16,T24,TT4","1,2,1,1",0,0,1,175,PF3D7_1407900,,plasmepsin I (PMI)
bowtie_circ_003128,Pf3D7_11_v3,1400498,1400624,5,-,5,40,40,"ER,S3,T32,T40,T48","1,1,1,1,1",1,0,1,126,PF3D7_1135900,,"3-oxo-5-alpha-steroid 4-dehydrogenase, putative"
bowtie_circ_003170,Pf3D7_11_v3,914678,914807,6,+,5,40,40,"ER,T36,T44","2,2,2",0,0,1,129,PF3D7_1123100,,calcium-dependent protein kinase 7 (CDPK7)
