Transcript_ID,Chrm,Start,End,GC_percent,,lengths,Strand,OtherInfo,N_Sum,C_Sum,log2FC(sum_N/sum_C),estimated_Location,Cluster,Stage
TCONS_00000282,Pf3D7_02_v3,192229,192640,0.1237864,Pf3D7_02_v3:192229-192640,412,-, oId CUFF.175.1; transcript_id TCONS_00000282; tss_id TSS261;gene_id XLOC_000235; ExonInfo:192229:192640; total_nExon:1,1935,1654,0.23,Both,7,S
TCONS_00000286,Pf3D7_02_v3,208053,208589,0.09310987,Pf3D7_02_v3:208053-208589,537,-, oId CUFF.180.1; transcript_id TCONS_00000286; tss_id TSS265;gene_id XLOC_000239; ExonInfo:208053:208305|208456:208589; total_nExon:2,562,798,-0.51,C,5,T
TCONS_00000289,Pf3D7_02_v3,268130,269110,0.113149847,Pf3D7_02_v3:268130-269110,981,-, oId CUFF.184.1; transcript_id TCONS_00000289; tss_id TSS268;gene_id XLOC_000242; ExonInfo:268130:269110; total_nExon:1,3101,3169,-0.03,Both,3,R/T
TCONS_00000293,Pf3D7_02_v3,279376,280375,0.187,Pf3D7_02_v3:279376-280375,1000,-, oId CUFF.187.1; transcript_id TCONS_00000293; tss_id TSS272;gene_id XLOC_000245; ExonInfo:279376:280375; total_nExon:1,2271,1618,0.49,Both,8,S/G
TCONS_00000294,Pf3D7_02_v3,280513,281405,0.1478163,Pf3D7_02_v3:280513-281405,893,-, oId CUFF.188.1; transcript_id TCONS_00000294; tss_id TSS273;gene_id XLOC_000246; ExonInfo:280513:281405; total_nExon:1,795,358,1.15,N,8,S/G
TCONS_00000318,Pf3D7_02_v3,434744,435007,0.1704545,Pf3D7_02_v3:434744-435007,264,-, oId CUFF.216.1; transcript_id TCONS_00000318; tss_id TSS295;gene_id XLOC_000263; ExonInfo:434744:435007; total_nExon:1,797,1221,-0.62,C,7,S
TCONS_00000327,Pf3D7_02_v3,468953,469361,0.1711491,Pf3D7_02_v3:468953-469361,409,-, oId CUFF.226.1; transcript_id TCONS_00000327; tss_id TSS303;gene_id XLOC_000270; ExonInfo:468953:469361; total_nExon:1,13078,7382,0.82,N,9,LG
TCONS_00000328,Pf3D7_02_v3,481907,482636,0.1205479,Pf3D7_02_v3:481907-482636,730,-, oId CUFF.227.1; transcript_id TCONS_00000328; tss_id TSS304;gene_id XLOC_000271; ExonInfo:481907:482636; total_nExon:1,215,181,0.25,Both,9,LG
TCONS_00000330,Pf3D7_02_v3,491516,491953,0.098173516,Pf3D7_02_v3:491516-491953,438,-, oId CUFF.229.1; transcript_id TCONS_00000330; tss_id TSS306;gene_id XLOC_000273; ExonInfo:491516:491953; total_nExon:1,688,677,0.02,Both,2,R
TCONS_00000339,Pf3D7_02_v3,576931,577286,0.1685393,Pf3D7_02_v3:576931-577286,356,-, oId CUFF.237.1; transcript_id TCONS_00000339; tss_id TSS312;gene_id XLOC_000278; ExonInfo:576931:577286; total_nExon:1,581,1009,-0.8,C,10,LG
TCONS_00000341,Pf3D7_02_v3,590844,592940,0.172150691,Pf3D7_02_v3:590844-592940,2097,-, oId CUFF.240.1; transcript_id TCONS_00000341; tss_id TSS314;gene_id XLOC_000280; ExonInfo:590844:592940; total_nExon:1,4892,2200,1.15,N,6,S
TCONS_00000343,Pf3D7_02_v3,631629,633085,0.109128346,Pf3D7_02_v3:631629-633085,1457,-, oId CUFF.244.1; transcript_id TCONS_00000343; tss_id TSS316;gene_id XLOC_000282; ExonInfo:631629:633085; total_nExon:1,166,125,0.41,Both,2,R
TCONS_00000352,Pf3D7_02_v3,684206,684893,0.1642442,Pf3D7_02_v3:684206-684893,688,-, oId CUFF.252.1; transcript_id TCONS_00000352; tss_id TSS323;gene_id XLOC_000288; ExonInfo:684206:684893; total_nExon:1,3062,2555,0.26,Both,9,LG
TCONS_00000353,Pf3D7_02_v3,700186,700935,0.1853333,Pf3D7_02_v3:700186-700935,750,-, oId CUFF.254.1; transcript_id TCONS_00000353; tss_id TSS324;gene_id XLOC_000289; ExonInfo:700186:700935; total_nExon:1,578,292,0.98,N,8,S/G
TCONS_00000374,Pf3D7_02_v3,789527,790292,0.134464752,Pf3D7_02_v3:789527-790292,766,-, oId CUFF.277.1; transcript_id TCONS_00000374; tss_id TSS341;gene_id XLOC_000303; ExonInfo:789527:790292; total_nExon:1,1153,1303,-0.18,Both,2,R
TCONS_00000375,Pf3D7_02_v3,793565,794618,0.113851992,Pf3D7_02_v3:793565-794618,1054,-, oId CUFF.279.1; transcript_id TCONS_00000375; tss_id TSS342;gene_id XLOC_000304; ExonInfo:793565:794618; total_nExon:1,254,110,1.21,N,6,S
TCONS_00000376,Pf3D7_02_v3,808190,809051,0.131090487,Pf3D7_02_v3:808190-809051,862,-, oId CUFF.282.1; transcript_id TCONS_00000376; tss_id TSS343;gene_id XLOC_000305; ExonInfo:808190:809051; total_nExon:1,1717,3628,-1.08,C,5,T
TCONS_00000380,Pf3D7_02_v3,811748,812495,0.122994652,Pf3D7_02_v3:811748-812495,748,-, oId CUFF.285.1; transcript_id TCONS_00000380; tss_id TSS347;gene_id XLOC_000307; ExonInfo:811748:812495; total_nExon:1,551,522,0.08,Both,4,T
TCONS_00000385,Pf3D7_02_v3,835919,836563,0.134883721,Pf3D7_02_v3:835919-836563,645,-, oId CUFF.299.1; transcript_id TCONS_00000385; tss_id TSS352;gene_id XLOC_000312; ExonInfo:835919:836563; total_nExon:1,228,85,1.42,N,6,S
TCONS_00000386,Pf3D7_02_v3,836717,838253,0.133376708,Pf3D7_02_v3:836717-838253,1537,-, oId CUFF.300.1; transcript_id TCONS_00000386; tss_id TSS353;gene_id XLOC_000313; ExonInfo:836717:838253; total_nExon:1,1050,518,1.02,N,6,S
TCONS_00000395,Pf3D7_03_v3,3605,5192,0.294710327,Pf3D7_03_v3:3605-5192,1588,+, oId CUFF.323.1; transcript_id TCONS_00000395; tss_id TSS362;gene_id XLOC_000322; ExonInfo:3605:5192; total_nExon:1,10272,4016,1.36,N,1,R
TCONS_00000396,Pf3D7_03_v3,10374,11497,0.341637,Pf3D7_03_v3:10374-11497,1124,+, oId CUFF.325.1; transcript_id TCONS_00000396; tss_id TSS363;gene_id XLOC_000323; ExonInfo:10374:11497; total_nExon:1,81,118,-0.55,C,7,S
TCONS_00000397,Pf3D7_03_v3,35081,36391,0.2440885,Pf3D7_03_v3:35081-36391,1311,+, oId CUFF.327.1; transcript_id TCONS_00000397; tss_id TSS364;gene_id XLOC_000324; ExonInfo:35081:35736|36311:36391; total_nExon:2,133,106,0.33,Both,9,LG
TCONS_00000403,Pf3D7_03_v3,98816,99667,0.111502347,Pf3D7_03_v3:98816-99667,852,+, oId CUFF.346.1; transcript_id TCONS_00000403; tss_id TSS370;gene_id XLOC_000330; ExonInfo:98816:99667; total_nExon:1,169,112,0.59,N,6,S
TCONS_00000404,Pf3D7_03_v3,100538,101073,0.13619403,Pf3D7_03_v3:100538-101073,536,+, oId CUFF.347.1; transcript_id TCONS_00000404; tss_id TSS371;gene_id XLOC_000331; ExonInfo:100538:101073; total_nExon:1,298,137,1.12,N,4,T
TCONS_00000405,Pf3D7_03_v3,101713,102966,0.136363636,Pf3D7_03_v3:101713-102966,1254,+, oId CUFF.348.1; transcript_id TCONS_00000405; tss_id TSS372;gene_id XLOC_000332; ExonInfo:101713:102966; total_nExon:1,711,339,1.07,N,1,R
TCONS_00000406,Pf3D7_03_v3,110489,111353,0.146820809,Pf3D7_03_v3:110489-111353,865,+, oId CUFF.351.1; transcript_id TCONS_00000406; tss_id TSS373;gene_id XLOC_000333; ExonInfo:110489:111353; total_nExon:1,240,130,0.89,N,4,T
TCONS_00000407,Pf3D7_03_v3,132174,133404,0.160032494,Pf3D7_03_v3:132174-133404,1231,+, oId CUFF.354.1; transcript_id TCONS_00000407; tss_id TSS374;gene_id XLOC_000334; ExonInfo:132174:133404; total_nExon:1,1156,1210,-0.07,Both,2,R
TCONS_00000408,Pf3D7_03_v3,158110,159497,0.155619597,Pf3D7_03_v3:158110-159497,1388,+, oId CUFF.358.1; transcript_id TCONS_00000408; tss_id TSS375;gene_id XLOC_000335; ExonInfo:158110:159102|159360:159497; total_nExon:2,7319,7152,0.03,Both,4,T
TCONS_00000410,Pf3D7_03_v3,203228,203679,0.159292,Pf3D7_03_v3:203228-203679,452,+, oId CUFF.368.1; transcript_id TCONS_00000410; tss_id TSS377;gene_id XLOC_000337; ExonInfo:203228:203679; total_nExon:1,4222,5964,-0.5,Both,7,S
TCONS_00000411,Pf3D7_03_v3,210550,211571,0.1614481,Pf3D7_03_v3:210550-211571,1022,+, oId CUFF.369.1; transcript_id TCONS_00000411; tss_id TSS378;gene_id XLOC_000338; ExonInfo:210550:211571; total_nExon:1,6122,6221,-0.02,Both,8,S/G
TCONS_00000414,Pf3D7_03_v3,221155,221977,0.308626974,Pf3D7_03_v3:221155-221977,823,+, oId CUFF.373.1; transcript_id TCONS_00000414; tss_id TSS380;gene_id XLOC_000340; ExonInfo:221155:221977; total_nExon:1,8690,9550,-0.14,Both,5,T
TCONS_00000415,Pf3D7_03_v3,222105,222675,0.27145359,Pf3D7_03_v3:222105-222675,571,+, oId CUFF.374.1; transcript_id TCONS_00000415; tss_id TSS381;gene_id XLOC_000341; ExonInfo:222105:222675; total_nExon:1,13461,16321,-0.28,Both,5,T
TCONS_00000416,Pf3D7_03_v3,248416,249750,0.176029963,Pf3D7_03_v3:248416-249750,1335,+, oId CUFF.378.1; transcript_id TCONS_00000416; tss_id TSS382;gene_id XLOC_000342; ExonInfo:248416:248892|249086:249253|249356:249750; total_nExon:3,1777,1060,0.75,N,4,T
TCONS_00000417,Pf3D7_03_v3,275282,275531,0.132,Pf3D7_03_v3:275282-275531,250,+, oId CUFF.383.1; transcript_id TCONS_00000417; tss_id TSS383;gene_id XLOC_000343; ExonInfo:275282:275531; total_nExon:1,1226,1450,-0.24,Both,5,T
TCONS_00000419,Pf3D7_03_v3,305481,305807,0.1223242,Pf3D7_03_v3:305481-305807,327,+, oId CUFF.390.1; transcript_id TCONS_00000419; tss_id TSS385;gene_id XLOC_000345; ExonInfo:305481:305807; total_nExon:1,2394,3773,-0.66,C,10,LG
TCONS_00000420,Pf3D7_03_v3,308828,309883,0.125,Pf3D7_03_v3:308828-309883,1056,+, oId CUFF.393.1; transcript_id TCONS_00000420; tss_id TSS386;gene_id XLOC_000346; ExonInfo:308828:309883; total_nExon:1,2461,1284,0.94,N,3,R/T
TCONS_00000423,Pf3D7_03_v3,395869,396755,0.145434047,Pf3D7_03_v3:395869-396755,887,+, oId CUFF.404.1; transcript_id TCONS_00000423; tss_id TSS389;gene_id XLOC_000349; ExonInfo:395869:396755; total_nExon:1,833,633,0.4,Both,4,T
TCONS_00000428,Pf3D7_03_v3,426149,426875,0.110041265,Pf3D7_03_v3:426149-426875,727,+, oId CUFF.409.1; transcript_id TCONS_00000428; tss_id TSS393;gene_id XLOC_000353; ExonInfo:426149:426875; total_nExon:1,1147,1411,-0.3,Both,5,T
TCONS_00000434,Pf3D7_03_v3,479674,480021,0.137931,Pf3D7_03_v3:479674-480021,348,+, oId CUFF.418.1; transcript_id TCONS_00000434; tss_id TSS399;gene_id XLOC_000357; ExonInfo:479674:480021; total_nExon:1,2932,3379,-0.2,Both,8,S/G
TCONS_00000438,Pf3D7_03_v3,566184,566938,0.1562914,Pf3D7_03_v3:566184-566938,755,+, oId CUFF.432.1; transcript_id TCONS_00000438; tss_id TSS403;gene_id XLOC_000360; ExonInfo:566184:566938; total_nExon:1,502,532,-0.08,Both,10,LG
TCONS_00000440,Pf3D7_03_v3,582502,583145,0.136645963,Pf3D7_03_v3:582502-583145,644,+, oId CUFF.436.1; transcript_id TCONS_00000440; tss_id TSS405;gene_id XLOC_000362; ExonInfo:582502:583145; total_nExon:1,596,418,0.51,N,4,T
TCONS_00000442,Pf3D7_03_v3,672508,672973,0.126609442,Pf3D7_03_v3:672508-672973,466,+, oId CUFF.445.1; transcript_id TCONS_00000442; tss_id TSS407;gene_id XLOC_000364; ExonInfo:672508:672973; total_nExon:1,489,577,-0.24,Both,5,T
TCONS_00000453,Pf3D7_03_v3,766485,767216,0.137978142,Pf3D7_03_v3:766485-767216,732,+, oId CUFF.463.1; transcript_id TCONS_00000453; tss_id TSS417;gene_id XLOC_000373; ExonInfo:766485:767216; total_nExon:1,548,390,0.49,Both,6,S
TCONS_00000458,Pf3D7_03_v3,833697,834279,0.2075472,Pf3D7_03_v3:833697-834279,583,+, oId CUFF.472.1; transcript_id TCONS_00000458; tss_id TSS421;gene_id XLOC_000377; ExonInfo:833697:834279; total_nExon:1,20502,24814,-0.28,Both,10,LG
TCONS_00000459,Pf3D7_03_v3,835717,836270,0.1787004,Pf3D7_03_v3:835717-836270,554,+, oId CUFF.474.1; transcript_id TCONS_00000459; tss_id TSS422;gene_id XLOC_000378; ExonInfo:835717:836270; total_nExon:1,608,379,0.68,N,10,LG
TCONS_00000462,Pf3D7_03_v3,838646,839361,0.1382682,Pf3D7_03_v3:838646-839361,716,+, oId CUFF.476.1; transcript_id TCONS_00000462; tss_id TSS425;gene_id XLOC_000380; ExonInfo:838646:839361; total_nExon:1,643,445,0.53,N,9,LG
TCONS_00000465,Pf3D7_03_v3,867751,868687,0.143009605,Pf3D7_03_v3:867751-868687,937,+, oId CUFF.480.1; transcript_id TCONS_00000465; tss_id TSS428;gene_id XLOC_000383; ExonInfo:867751:868687; total_nExon:1,5435,6956,-0.36,Both,5,T
TCONS_00000469,Pf3D7_03_v3,910726,911628,0.1306755,Pf3D7_03_v3:910726-911628,903,+, oId CUFF.491.1; transcript_id TCONS_00000469; tss_id TSS432;gene_id XLOC_000387; ExonInfo:910726:911628; total_nExon:1,201,206,-0.04,Both,7,S
TCONS_00000471,Pf3D7_03_v3,947766,948291,0.1634981,Pf3D7_03_v3:947766-948291,526,+, oId CUFF.496.1; transcript_id TCONS_00000471; tss_id TSS434;gene_id XLOC_000389; ExonInfo:947766:948291; total_nExon:1,505,435,0.22,Both,10,LG
TCONS_00000472,Pf3D7_03_v3,967634,967908,0.149090909,Pf3D7_03_v3:967634-967908,275,+, oId CUFF.499.1; transcript_id TCONS_00000472; tss_id TSS435;gene_id XLOC_000390; ExonInfo:967634:967908; total_nExon:1,3640,1593,1.19,N,4,T
TCONS_00000477,Pf3D7_03_v3,994591,995382,0.142676768,Pf3D7_03_v3:994591-995382,792,+, oId CUFF.507.1; transcript_id TCONS_00000477; tss_id TSS440;gene_id XLOC_000394; ExonInfo:994591:995382; total_nExon:1,428,473,-0.14,Both,5,T
TCONS_00000478,Pf3D7_03_v3,996103,997634,0.1383812,Pf3D7_03_v3:996103-997634,1532,+, oId CUFF.508.1; transcript_id TCONS_00000478; tss_id TSS441;gene_id XLOC_000395; ExonInfo:996103:997634; total_nExon:1,1108,1226,-0.15,Both,10,LG
TCONS_00000479,Pf3D7_03_v3,1038895,1040360,0.2251023,Pf3D7_03_v3:1038895-1040360,1466,+, oId CUFF.515.1; transcript_id TCONS_00000479; tss_id TSS442;gene_id XLOC_000396; ExonInfo:1038895:1040360; total_nExon:1,427,212,1.01,N,9,LG
TCONS_00000481,Pf3D7_03_v3,1057064,1063243,0.312135922,Pf3D7_03_v3:1057064-1063243,6180,+, oId CUFF.518.1; transcript_id TCONS_00000481; tss_id TSS444;gene_id XLOC_000398; ExonInfo:1057064:1060322|1060593:1063243; total_nExon:2| oId CUFF.518.2; transcript_id TCONS_00000482; tss_id TSS444;gene_id XLOC_000398; ExonInfo:1057064:1060469|1060605:1063243; total_nExon:2,6175,3013,1.04,N,1,R
TCONS_00000483,Pf3D7_03_v3,3578,9126,0.318615967,Pf3D7_03_v3:3578-9126,5549,-, oId CUFF.322.1; transcript_id TCONS_00000483; tss_id TSS445;gene_id XLOC_000399; ExonInfo:3578:6061|6197:9126; total_nExon:2,4753,1956,1.28,N,1,R
TCONS_00000484,Pf3D7_03_v3,9807,11106,0.3646154,Pf3D7_03_v3:9807-11106,1300,-, oId CUFF.324.1; transcript_id TCONS_00000484; tss_id TSS446;gene_id XLOC_000400; ExonInfo:9807:11106; total_nExon:1,134,144,-0.1,Both,7,S
TCONS_00000485,Pf3D7_03_v3,35033,36193,0.25323,Pf3D7_03_v3:35033-36193,1161,-, oId CUFF.326.1; transcript_id TCONS_00000485; tss_id TSS447;gene_id XLOC_000401; ExonInfo:35033:36193; total_nExon:1,134,119,0.17,Both,9,LG
TCONS_00000493,Pf3D7_03_v3,81314,81675,0.129834254,Pf3D7_03_v3:81314-81675,362,-, oId CUFF.336.1; transcript_id TCONS_00000493; tss_id TSS454;gene_id XLOC_000407; ExonInfo:81314:81675; total_nExon:1,1288,389,1.73,N,1,R
TCONS_00000500,Pf3D7_03_v3,90199,90855,0.108066971,Pf3D7_03_v3:90199-90855,657,-, oId CUFF.341.1; transcript_id TCONS_00000500; tss_id TSS459;gene_id XLOC_000412; ExonInfo:90199:90855; total_nExon:1,219,323,-0.56,C,3,R/T
TCONS_00000502,Pf3D7_03_v3,98538,99547,0.105940594,Pf3D7_03_v3:98538-99547,1010,-, oId CUFF.345.1; transcript_id TCONS_00000502; tss_id TSS461;gene_id XLOC_000414; ExonInfo:98538:99547; total_nExon:1,159,68,1.23,N,6,S
TCONS_00000503,Pf3D7_03_v3,101021,102974,0.132036847,Pf3D7_03_v3:101021-102974,1954,-, oId CUFF.349.1; transcript_id TCONS_00000503; tss_id TSS462;gene_id XLOC_000415; ExonInfo:101021:102974; total_nExon:1,572,288,0.99,N,1,R
TCONS_00000515,Pf3D7_03_v3,176716,177250,0.175700935,Pf3D7_03_v3:176716-177250,535,-, oId CUFF.361.1; transcript_id TCONS_00000515; tss_id TSS471;gene_id XLOC_000424; ExonInfo:176716:176749|176876:177250; total_nExon:2,1332,652,1.03,N,6,S
TCONS_00000516,Pf3D7_03_v3,179183,181087,0.1947507,Pf3D7_03_v3:179183-181087,1905,-, oId CUFF.362.1; transcript_id TCONS_00000516; tss_id TSS472;gene_id XLOC_000425; ExonInfo:179183:179690|179833:179883|179998:180080|180214:180327|180403:180554|180700:180970|181087:181087; total_nExon:7,17165,21302,-0.31,Both,10,LG
TCONS_00000522,Pf3D7_03_v3,202740,203596,0.1528588,Pf3D7_03_v3:202740-203596,857,-, oId CUFF.367.1; transcript_id TCONS_00000522; tss_id TSS476;gene_id XLOC_000429; ExonInfo:202740:203596; total_nExon:1,2152,2837,-0.4,Both,7,S
TCONS_00000523,Pf3D7_03_v3,211023,211756,0.1811989,Pf3D7_03_v3:211023-211756,734,-, oId CUFF.370.2; transcript_id TCONS_00000523; tss_id TSS477;gene_id XLOC_000430; ExonInfo:211023:211323|211441:211687; total_nExon:2| oId CUFF.370.1; transcript_id TCONS_00000524; tss_id TSS477;gene_id XLOC_000430; ExonInfo:211023:211291|211441:211621|211753:211756; total_nExon:3,8431,8600,-0.03,Both,8,S/G
TCONS_00000530,Pf3D7_03_v3,248972,250357,0.168109668,Pf3D7_03_v3:248972-250357,1386,-, oId CUFF.379.1; transcript_id TCONS_00000530; tss_id TSS483;gene_id XLOC_000435; ExonInfo:248972:250357; total_nExon:1,1699,987,0.78,N,4,T
TCONS_00000532,Pf3D7_03_v3,258712,259628,0.095965104,Pf3D7_03_v3:258712-259628,917,-, oId CUFF.381.1; transcript_id TCONS_00000532; tss_id TSS485;gene_id XLOC_000437; ExonInfo:258712:259628; total_nExon:1,6804,7125,-0.07,Both,5,T
TCONS_00000542,Pf3D7_03_v3,296705,297726,0.1154599,Pf3D7_03_v3:296705-297726,1022,-, oId CUFF.388.1; transcript_id TCONS_00000542; tss_id TSS492;gene_id XLOC_000442; ExonInfo:296705:297726; total_nExon:1,1256,1146,0.13,Both,9,LG
TCONS_00000545,Pf3D7_03_v3,308566,310013,0.121546961,Pf3D7_03_v3:308566-310013,1448,-, oId CUFF.392.1; transcript_id TCONS_00000545; tss_id TSS495;gene_id XLOC_000445; ExonInfo:308566:309510|309677:310013; total_nExon:2,1803,936,0.95,N,3,R/T
TCONS_00000549,Pf3D7_03_v3,371989,372234,0.1747967,Pf3D7_03_v3:371989-372234,246,-, oId CUFF.399.1; transcript_id TCONS_00000549; tss_id TSS499;gene_id XLOC_000449; ExonInfo:371989:372234; total_nExon:1,1697,1098,0.63,N,9,LG
TCONS_00000553,Pf3D7_03_v3,395628,396319,0.150289017,Pf3D7_03_v3:395628-396319,692,-, oId CUFF.403.1; transcript_id TCONS_00000553; tss_id TSS503;gene_id XLOC_000453; ExonInfo:395628:396319; total_nExon:1,963,723,0.41,Both,4,T
TCONS_00000557,Pf3D7_03_v3,441107,441677,0.140105079,Pf3D7_03_v3:441107-441677,571,-, oId CUFF.410.1; transcript_id TCONS_00000557; tss_id TSS506;gene_id XLOC_000455; ExonInfo:441107:441677; total_nExon:1,706,323,1.13,N,3,R/T
TCONS_00000565,Pf3D7_03_v3,484051,484434,0.1536458,Pf3D7_03_v3:484051-484434,384,-, oId CUFF.419.1; transcript_id TCONS_00000565; tss_id TSS513;gene_id XLOC_000460; ExonInfo:484051:484434; total_nExon:1,3104,4232,-0.45,Both,10,LG
TCONS_00000566,Pf3D7_03_v3,484573,485815,0.149638,Pf3D7_03_v3:484573-485815,1243,-, oId CUFF.420.1; transcript_id TCONS_00000566; tss_id TSS514;gene_id XLOC_000461; ExonInfo:484573:485815; total_nExon:1,10332,10705,-0.05,Both,8,S/G
TCONS_00000567,Pf3D7_03_v3,486346,486875,0.1528302,Pf3D7_03_v3:486346-486875,530,-, oId CUFF.421.1; transcript_id TCONS_00000567; tss_id TSS515;gene_id XLOC_000462; ExonInfo:486346:486875; total_nExon:1,442,269,0.72,N,9,LG
TCONS_00000568,Pf3D7_03_v3,498015,498992,0.1319018,Pf3D7_03_v3:498015-498992,978,-, oId CUFF.422.1; transcript_id TCONS_00000568; tss_id TSS516;gene_id XLOC_000463; ExonInfo:498015:498669|498764:498992; total_nExon:2,544,499,0.13,Both,10,LG
TCONS_00000571,Pf3D7_03_v3,523752,524118,0.117166213,Pf3D7_03_v3:523752-524118,367,-, oId CUFF.426.1; transcript_id TCONS_00000571; tss_id TSS519;gene_id XLOC_000466; ExonInfo:523752:524118; total_nExon:1,3210,3544,-0.14,Both,5,T
TCONS_00000578,Pf3D7_03_v3,581687,583081,0.143369176,Pf3D7_03_v3:581687-583081,1395,-, oId CUFF.435.1; transcript_id TCONS_00000578; tss_id TSS525;gene_id XLOC_000472; ExonInfo:581687:583081; total_nExon:1,484,293,0.72,N,4,T
TCONS_00000580,Pf3D7_03_v3,595085,595630,0.1575092,Pf3D7_03_v3:595085-595630,546,-, oId CUFF.438.1; transcript_id TCONS_00000580; tss_id TSS527;gene_id XLOC_000474; ExonInfo:595085:595630; total_nExon:1,181,151,0.26,Both,10,LG
TCONS_00000582,Pf3D7_03_v3,614603,615062,0.160869565,Pf3D7_03_v3:614603-615062,460,-, oId CUFF.440.1; transcript_id TCONS_00000582; tss_id TSS529;gene_id XLOC_000476; ExonInfo:614603:615062; total_nExon:1,195,61,1.68,N,6,S
TCONS_00000590,Pf3D7_03_v3,672527,672989,0.13174946,Pf3D7_03_v3:672527-672989,463,-, oId CUFF.446.1; transcript_id TCONS_00000590; tss_id TSS536;gene_id XLOC_000480; ExonInfo:672527:672989; total_nExon:1,485,590,-0.28,Both,5,T
TCONS_00000603,Pf3D7_03_v3,726684,727383,0.142857143,Pf3D7_03_v3:726684-727383,700,-, oId CUFF.458.1; transcript_id TCONS_00000603; tss_id TSS547;gene_id XLOC_000486; ExonInfo:726684:727383; total_nExon:1,1045,486,1.1,N,4,T
TCONS_00000604,Pf3D7_03_v3,746073,746578,0.118577075,Pf3D7_03_v3:746073-746578,506,-, oId CUFF.460.1; transcript_id TCONS_00000604; tss_id TSS548;gene_id XLOC_000487; ExonInfo:746073:746578; total_nExon:1,689,360,0.94,N,3,R/T
TCONS_00000606,Pf3D7_03_v3,766499,767118,0.146774194,Pf3D7_03_v3:766499-767118,620,-, oId CUFF.464.1; transcript_id TCONS_00000606; tss_id TSS550;gene_id XLOC_000489; ExonInfo:766499:767118; total_nExon:1,643,486,0.4,Both,6,S
TCONS_00000608,Pf3D7_03_v3,786768,787417,0.115384615,Pf3D7_03_v3:786768-787417,650,-, oId CUFF.466.1; transcript_id TCONS_00000608; tss_id TSS552;gene_id XLOC_000491; ExonInfo:786768:787417; total_nExon:1,210,98,1.1,N,6,S
TCONS_00000610,Pf3D7_03_v3,808174,809766,0.142498431,Pf3D7_03_v3:808174-809766,1593,-, oId CUFF.469.1; transcript_id TCONS_00000610; tss_id TSS554;gene_id XLOC_000493; ExonInfo:808174:809766; total_nExon:1,528,368,0.52,N,4,T
TCONS_00000611,Pf3D7_03_v3,835667,836441,0.1767742,Pf3D7_03_v3:835667-836441,775,-, oId CUFF.473.1; transcript_id TCONS_00000611; tss_id TSS555;gene_id XLOC_000494; ExonInfo:835667:836441; total_nExon:1,438,276,0.67,N,10,LG
TCONS_00000612,Pf3D7_03_v3,858291,859943,0.168784,Pf3D7_03_v3:858291-859943,1653,-, oId CUFF.478.1; transcript_id TCONS_00000612; tss_id TSS556;gene_id XLOC_000495; ExonInfo:858291:859943; total_nExon:1,1213,661,0.88,N,8,S/G
TCONS_00000613,Pf3D7_03_v3,868034,869622,0.132787917,Pf3D7_03_v3:868034-869622,1589,-, oId CUFF.481.1; transcript_id TCONS_00000613; tss_id TSS557;gene_id XLOC_000496; ExonInfo:868034:869622; total_nExon:1,3235,4029,-0.32,Both,5,T
TCONS_00000614,Pf3D7_03_v3,872834,873698,0.144508671,Pf3D7_03_v3:872834-873698,865,-, oId CUFF.482.1; transcript_id TCONS_00000614; tss_id TSS558;gene_id XLOC_000497; ExonInfo:872834:873698; total_nExon:1,1279,768,0.74,N,6,S
TCONS_00000615,Pf3D7_03_v3,873865,874387,0.118546845,Pf3D7_03_v3:873865-874387,523,-, oId CUFF.483.1; transcript_id TCONS_00000615; tss_id TSS559;gene_id XLOC_000498; ExonInfo:873865:874387; total_nExon:1,2353,1524,0.63,N,6,S
TCONS_00000619,Pf3D7_03_v3,899991,900347,0.1540616,Pf3D7_03_v3:899991-900347,357,-, oId CUFF.489.1; transcript_id TCONS_00000619; tss_id TSS562;gene_id XLOC_000501; ExonInfo:899991:900347; total_nExon:1,946,591,0.68,N,9,LG
TCONS_00000626,Pf3D7_03_v3,941200,941840,0.1653666,Pf3D7_03_v3:941200-941840,641,-, oId CUFF.495.1; transcript_id TCONS_00000626; tss_id TSS567;gene_id XLOC_000505; ExonInfo:941200:941840; total_nExon:1,465,697,-0.58,C,10,LG
TCONS_00000638,Pf3D7_03_v3,996674,997645,0.1419753,Pf3D7_03_v3:996674-997645,972,-, oId CUFF.509.1; transcript_id TCONS_00000638; tss_id TSS576;gene_id XLOC_000512; ExonInfo:996674:997645; total_nExon:1,1633,1770,-0.12,Both,10,LG
TCONS_00000644,Pf3D7_03_v3,1038716,1040393,0.2133492,Pf3D7_03_v3:1038716-1040393,1678,-, oId CUFF.514.2; transcript_id TCONS_00000644; tss_id TSS582;gene_id XLOC_000517; ExonInfo:1038716:1040141|1040167:1040393; total_nExon:2| oId CUFF.514.1; transcript_id TCONS_00000643; tss_id TSS581;gene_id XLOC_000517; ExonInfo:1038716:1039588|1039859:1040238; total_nExon:2,382,194,0.97,N,9,LG
TCONS_00000652,Pf3D7_04_v3,62887,64232,0.320951,Pf3D7_04_v3:62887-64232,1346,+, oId CUFF.531.1; transcript_id TCONS_00000652; tss_id TSS589;gene_id XLOC_000524; ExonInfo:62887:64232; total_nExon:1,406,269,0.59,N,9,LG
