lncRNA_ID,chromosome,start,end,strand,length,GC content (%),subtype,evidence ranking,overlapping feature,antisense feature,contains a structural RNA,contains intron,contains multiple introns,putatively essential (no piggybac insertions),overlap PlasmoDB listed lncRNAs,PlasmoDB listed name,intersect Broadbent et al. annotation,intersect Chappell et al. predicted ncRNAs,intersect Siegel et al. natural antisense transcripts,intersect Yang et al. predicted transcripts,intersect Liao et al. annotation,novel
Pf3D7lncRNA_0143,Pf3D7_02_v3,816456,819005,+,2550,13.45,Intergenic,1,,,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0144,Pf3D7_02_v3,825586,826841,+,1256,12.18,Intergenic,1,,,NO,NO,NO,YES,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0145,Pf3D7_02_v3,829044,830056,-,1013,12.93,Intergenic,7,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0146,Pf3D7_02_v3,830971,832360,-,1390,17.77,As-G,4,,PF3D7_0220600,NO,NO,NO,NO,NO,,YES,YES,NO,NO,NO,NO
Pf3D7lncRNA_0147,Pf3D7_02_v3,837185,837575,-,391,15.86,Intergenic,7,,,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0148,Pf3D7_02_v3,853026,853985,-,960,12.92,As-UTR,4,,"LncRNA, UTR (PF3D7_0221200)",NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0149,Pf3D7_02_v3,877246,878021,-,776,20.75,As-G,9,,PF3D7_0222000,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_0150,Pf3D7_02_v3,913127,913479,-,353,12.46,As-G,6,,PF3D7_0223400,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0151,Pf3D7_02_v3,914425,915649,-,1225,13.55,As-G,1,,"PF3D7_0223400, LncRNA",NO,NO,NO,NO,NO,,YES,YES,NO,NO,NO,NO
Pf3D7lncRNA_0152,Pf3D7_02_v3,915843,917831,-,1989,22.47,Sense,1,PF3D7_0223500,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0153,Pf3D7_02_v3,917982,918266,+,285,7.72,As-Intron,4,,PF3D7_0223500,NO,NO,NO,YES,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0154,Pf3D7_03_v3,41405,42105,-,701,39.23,As-G,8,,PF3D7_0300100,NO,NO,NO,YES,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0155,Pf3D7_03_v3,42306,42925,-,620,7.9,As-Intron,1,,PF3D7_0300100,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0156,Pf3D7_03_v3,42810,44986,+,2177,23.11,Sense,1,PF3D7_0300100,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0157,Pf3D7_03_v3,44110,45271,-,1162,16.44,As-G,3,,PF3D7_0300100,NO,NO,NO,NO,NO,,NO,YES,NO,NO,NO,NO
Pf3D7lncRNA_0158,Pf3D7_03_v3,46231,47691,+,1461,26.69,As-G,6,,PF3D7_0300200,NO,NO,NO,NO,NO,,YES,YES,NO,NO,NO,NO
Pf3D7lncRNA_0159,Pf3D7_03_v3,87174,87928,+,755,11.52,As-UTR,7,,UTR (PF3D7_0301500),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0160,Pf3D7_03_v3,94663,95499,+,837,13.14,As-UTR,1,,UTR (PF3D7_0301700),NO,NO,NO,NO,NO,,NO,YES,NO,YES,NO,NO
Pf3D7lncRNA_0161,Pf3D7_03_v3,98836,100746,+,1911,12.66,As-UTR,4,,UTR (PF3D7_0301700),NO,NO,NO,NO,NO,,YES,NO,NO,NO,YES,NO
Pf3D7lncRNA_0162,Pf3D7_03_v3,100492,101257,-,766,12.79,Intergenic,7,,,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0163,Pf3D7_03_v3,101804,102974,-,1171,14.26,As-lncRNA,4,,LncRNA,NO,YES,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0164,Pf3D7_03_v3,102479,102888,+,410,10.49,As-lncRNA,7,,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0165,Pf3D7_03_v3,107884,109513,+,1630,24.42,As-G,4,,PF3D7_0302000,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0166,Pf3D7_03_v3,110488,112204,-,1717,14.09,As-lncRNA,4,,LncRNA,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0167,Pf3D7_03_v3,110537,111874,+,1338,14.72,As-lncRNA,7,,LncRNA,NO,NO,NO,YES,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0168,Pf3D7_03_v3,117796,118544,-,749,18.16,As-G,8,,PF3D7_0302100,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0169,Pf3D7_03_v3,121646,124719,-,3074,25.8,As-G,2,,PF3D7_0302200,NO,YES,NO,NO,NO,,NO,YES,YES,NO,NO,NO
Pf3D7lncRNA_0170,Pf3D7_03_v3,132282,133257,-,976,17.32,Intergenic,4,,,NO,NO,NO,NO,YES,PF3D7_0302400,NO,NO,NO,NO,NO,NO
Pf3D7lncRNA_0171,Pf3D7_03_v3,137578,141238,-,3661,23.93,As-G,1,,PF3D7_0302500,NO,YES,NO,NO,NO,,YES,NO,YES,NO,NO,NO
Pf3D7lncRNA_0172,Pf3D7_03_v3,157894,161998,+,4105,20.07,As-G,1,,PF3D7_0303000,NO,NO,NO,NO,NO,,YES,YES,YES,NO,NO,NO
Pf3D7lncRNA_0173,Pf3D7_03_v3,162806,163545,+,740,20.95,As-G,7,,PF3D7_0303100,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0174,Pf3D7_03_v3,177549,178168,-,620,12.9,As-UTR,2,,UTR (PF3D7_0303400),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0175,Pf3D7_03_v3,179022,181304,-,2283,18.97,As-G,4,,PF3D7_0303400,NO,YES,YES,NO,NO,,YES,YES,YES,NO,NO,NO
Pf3D7lncRNA_0176,Pf3D7_03_v3,210344,211080,+,737,12.35,As-lncRNA,7,,LncRNA,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0177,Pf3D7_03_v3,210798,212062,-,1265,15.42,As-lncRNA,1,,LncRNA,NO,YES,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0178,Pf3D7_03_v3,220664,222750,+,2087,26.11,As-G,1,,PF3D7_0304600,NO,NO,NO,NO,NO,,YES,NO,YES,NO,NO,NO
Pf3D7lncRNA_0179,Pf3D7_03_v3,233667,235952,+,2286,20.17,As-G,1,,PF3D7_0305000,NO,NO,NO,NO,NO,,YES,NO,YES,NO,NO,NO
Pf3D7lncRNA_0180,Pf3D7_03_v3,248052,249551,+,1500,17.33,As-UTR,1,,UTR (PF3D7_0305100),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0181,Pf3D7_03_v3,274641,277487,+,2847,19.32,As-G,4,,PF3D7_0305600,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0182,Pf3D7_03_v3,278145,278691,+,547,15.9,Intergenic,4,,,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0183,Pf3D7_03_v3,280743,281470,+,728,16.07,Intergenic,7,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0184,Pf3D7_03_v3,287719,288024,+,306,12.42,As-UTR,8,,UTR (PF3D7_0306100),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0185,Pf3D7_03_v3,303274,304181,-,908,13.11,As-UTR,5,,UTR (PF3D7_0306700),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0186,Pf3D7_03_v3,304351,305114,-,764,18.06,As-G,9,,PF3D7_0306700,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0187,Pf3D7_03_v3,308681,310080,-,1400,12.07,As-UTR,1,,UTR (PF3D7_0306900),NO,NO,NO,NO,NO,,YES,YES,NO,NO,NO,NO
Pf3D7lncRNA_0188,Pf3D7_03_v3,314331,314825,+,495,13.54,As-UTR,7,,UTR (PF3D7_0307200),NO,NO,NO,NO,NO,,NO,NO,NO,YES,NO,NO
Pf3D7lncRNA_0189,Pf3D7_03_v3,322602,323525,+,924,17.42,As-G,4,,PF3D7_0307500,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_0190,Pf3D7_03_v3,336328,336920,-,593,16.02,As-UTR,1,,UTR (PF3D7_0307800),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0191,Pf3D7_03_v3,354000,355410,-,1411,21.55,As-G,1,,PF3D7_0308000,NO,NO,NO,NO,NO,,YES,NO,YES,NO,NO,NO
Pf3D7lncRNA_0192,Pf3D7_03_v3,365110,365333,+,224,9.82,As-UTR,7,,UTR (PF3D7_0308300),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0193,Pf3D7_03_v3,368881,369699,-,819,14.16,As-UTR,7,,"UTR (PF3D7_0308400, PF3D7_0308500)",NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0194,Pf3D7_03_v3,370222,371045,-,824,21.84,As-G,7,,PF3D7_0308500,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0195,Pf3D7_03_v3,371530,372019,-,490,12.45,As-UTR,9,,UTR (PF3D7_0308600),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0196,Pf3D7_03_v3,373473,374629,-,1157,22.73,As-G,7,,PF3D7_0308600,NO,NO,NO,NO,NO,,YES,NO,YES,NO,NO,NO
Pf3D7lncRNA_0197,Pf3D7_03_v3,400760,401376,-,617,18.15,As-UTR,7,,UTR (PF3D7_0309300),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0198,Pf3D7_03_v3,401456,402908,-,1453,9.57,As-UTR,1,,UTR (PF3D7_0309500),YES,NO,NO,NO,YES,PF3D7_0309400,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_0199,Pf3D7_03_v3,405310,406781,-,1472,14.06,As-UTR,1,,UTR (PF3D7_0309500),NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_0200,Pf3D7_03_v3,441012,442011,-,1000,12.8,As-UTR,1,,UTR (PF3D7_0310200),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0201,Pf3D7_03_v3,459807,460609,+,803,13.57,Intergenic,4,,,NO,YES,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0202,Pf3D7_03_v3,463470,465356,-,1887,18.71,As-G,7,,"PF3D7_0310700, PF3D7_0310800",NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0203,Pf3D7_03_v3,469049,470046,-,998,19.94,As-G,8,,PF3D7_0311000,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0204,Pf3D7_03_v3,486271,487065,+,795,15.47,Intergenic,7,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0205,Pf3D7_03_v3,501044,502675,-,1632,17.83,As-G,2,,PF3D7_0311600,NO,UNCLEAR,UNCLEAR,NO,NO,,NO,YES,NO,NO,NO,NO
Pf3D7lncRNA_0206,Pf3D7_03_v3,504208,506165,-,1958,19.41,As-G,1,,PF3D7_0311700,NO,NO,NO,YES,NO,,YES,YES,YES,NO,NO,NO
Pf3D7lncRNA_0207,Pf3D7_03_v3,527315,528223,+,909,13.31,UTR-asc,1,PF3D7_0312500,UTR (PF3D7_0312400),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0208,Pf3D7_03_v3,531199,531722,-,524,19.66,As-G,7,,PF3D7_0312600,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0209,Pf3D7_03_v3,532579,533251,-,673,13.82,As-lncRNA,4,,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0210,Pf3D7_03_v3,565812,568464,-,2653,18.66,UTR-asc,1,PF3D7_0313900,PF3D7_0314000,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0211,Pf3D7_03_v3,571163,572155,+,993,11.98,As-UTR,4,,UTR (PF3D7_0314100),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0212,Pf3D7_03_v3,579212,580921,+,1710,21.23,As-G,7,,PF3D7_0314400,NO,NO,NO,NO,NO,,YES,NO,YES,NO,NO,NO
Pf3D7lncRNA_0213,Pf3D7_03_v3,582333,583251,-,919,12.73,As-UTR,1,,UTR (PF3D7_0314500),NO,NO,NO,NO,NO,,NO,YES,NO,NO,YES,NO
Pf3D7lncRNA_0214,Pf3D7_03_v3,607005,608314,-,1310,16.87,As-G,7,,PF3D7_0314800,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0215,Pf3D7_03_v3,631511,633340,+,1830,15.41,As-G,2,,"UTR (PF3D7_0315400), PF3D7_0315500",NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0216,Pf3D7_03_v3,643489,644177,-,689,14.51,Intergenic,2,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0217,Pf3D7_03_v3,645785,646470,+,686,18.8,As-G,5,,PF3D7_0316000,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_0218,Pf3D7_03_v3,670851,671597,+,747,14.06,As-G,6,,PF3D7_0316600,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0219,Pf3D7_03_v3,672064,672687,+,624,9.46,As-UTR,1,,UTR (PF3D7_0316600),NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0220,Pf3D7_03_v3,675349,676649,-,1301,18.45,As-G,1,,PF3D7_0316700,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0221,Pf3D7_03_v3,681564,685432,+,3869,15.25,As-G,1,,"UTR (PF3D7_0316900), PF3D7_0317000",NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0222,Pf3D7_03_v3,697275,699997,+,2723,16.49,As-G,4,,PF3D7_0317300,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0223,Pf3D7_03_v3,710794,711886,+,1093,14,As-UTR,7,,UTR (PF3D7_0317400),NO,NO,NO,NO,NO,,NO,YES,NO,NO,NO,NO
Pf3D7lncRNA_0224,Pf3D7_03_v3,712198,713930,+,1733,20.43,As-G,1,,PF3D7_0317400,NO,NO,NO,NO,NO,,NO,YES,YES,NO,NO,NO
Pf3D7lncRNA_0225,Pf3D7_03_v3,714501,714804,-,304,22.37,Intergenic,7,,,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0226,Pf3D7_03_v3,715660,716829,+,1170,16.07,As-UTR,2,,UTR (PF3D7_0317500),NO,NO,NO,NO,NO,,NO,NO,NO,YES,NO,NO
Pf3D7lncRNA_0227,Pf3D7_03_v3,723452,723778,-,327,16.21,Intergenic,7,,,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0228,Pf3D7_03_v3,726017,727319,-,1303,15.58,As-G,7,,PF3D7_0317600,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0229,Pf3D7_03_v3,744042,746991,-,2950,17.76,As-G,1,,PF3D7_0318100,NO,NO,NO,NO,NO,,YES,NO,YES,NO,NO,NO
Pf3D7lncRNA_0230,Pf3D7_03_v3,786881,787528,+,648,12.35,As-UTR,7,,UTR (PF3D7_0318600),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0231,Pf3D7_03_v3,803295,804364,+,1070,21.21,As-G,4,,PF3D7_0319200,NO,NO,NO,NO,NO,,NO,NO,YES,YES,NO,NO
Pf3D7lncRNA_0232,Pf3D7_03_v3,807998,809733,-,1736,14,As-UTR,1,,"UTR (PF3D7_0319300, PF3D7_0319400)",NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0233,Pf3D7_03_v3,816626,817251,-,626,18.53,As-G,4,,PF3D7_0319500,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0234,Pf3D7_03_v3,818810,819735,-,926,11.88,As-UTR,4,,UTR (PF3D7_0319600),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0235,Pf3D7_03_v3,833250,835568,+,2319,16.26,As-G,4,,PF3D7_0319900,NO,NO,NO,NO,NO,,NO,NO,NO,YES,NO,NO
Pf3D7lncRNA_0236,Pf3D7_03_v3,835739,836768,-,1030,15.92,Intergenic,1,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0237,Pf3D7_03_v3,838611,839628,-,1018,12.67,As-UTR,4,,"UTR (PF3D7_0320000, PF3D7_0320100)",NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0238,Pf3D7_03_v3,842607,843183,-,577,21.32,As-G,8,,PF3D7_0320200,NO,NO,NO,YES,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_0239,Pf3D7_03_v3,844804,845180,-,377,13,As-UTR,7,,UTR (PF3D7_0320300),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0240,Pf3D7_03_v3,865895,868047,-,2153,17.37,As-G,1,,"PF3D7_0320700, UTR (PF3D7_0320800)",NO,NO,NO,NO,NO,,YES,NO,YES,NO,NO,NO
Pf3D7lncRNA_0241,Pf3D7_03_v3,867612,869962,+,2351,12.34,UTR-asc,1,PF3D7_0320800,,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0242,Pf3D7_03_v3,869091,869703,-,613,12.72,As-UTR,2,,UTR (PF3D7_0320800),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0243,Pf3D7_03_v3,873033,874482,-,1450,12.34,As-UTR,2,,UTR (PF3D7_0320800),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0244,Pf3D7_03_v3,876858,877281,-,424,14.15,As-UTR,7,,"UTR (PF3D7_0320900, PF3D7_0321000)",NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0245,Pf3D7_03_v3,885945,889239,+,3295,17.75,As-G,1,,PF3D7_0321200,NO,NO,NO,NO,NO,,YES,NO,YES,NO,NO,NO
Pf3D7lncRNA_0246,Pf3D7_03_v3,920604,921974,-,1371,14.22,As-G,4,,PF3D7_0321800,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0247,Pf3D7_03_v3,925738,926955,-,1218,20.2,As-G,7,,PF3D7_0321900,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0248,Pf3D7_03_v3,930059,931506,+,1448,20.65,As-G,4,,PF3D7_0322100,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_0249,Pf3D7_03_v3,933113,934230,+,1118,18.16,As-G,7,,"UTR (PF3D7_0322100), PF3D7_0322200",NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_0250,Pf3D7_03_v3,940625,941939,-,1315,14.45,UTR-asc,7,PF3D7_0322300,,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0251,Pf3D7_03_v3,941030,941963,+,934,15.85,As-lncRNA,1,,LncRNA,NO,NO,NO,YES,NO,,YES,NO,NO,YES,NO,NO
Pf3D7lncRNA_0252,Pf3D7_03_v3,966967,969324,+,2358,14.89,As-G,2,,"UTR (PF3D7_0322900), PF3D7_0322300",NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0253,Pf3D7_03_v3,975932,976584,-,653,14.4,As-UTR,8,,UTR (PF3D7_0323100),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0254,Pf3D7_03_v3,984915,985509,+,595,13.95,Intergenic,7,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0255,Pf3D7_03_v3,994637,995406,-,770,14.29,As-lncRNA,1,,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0256,Pf3D7_03_v3,994672,995720,+,1049,13.63,As-lncRNA,7,,LncRNA,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0257,Pf3D7_03_v3,1028861,1030198,-,1338,13.45,UTR-asc,9,PF3D7_0324900,"PF3D7_0324800, LncRNA",NO,NO,NO,NO,NO,,YES,NO,YES,NO,NO,NO
Pf3D7lncRNA_0258,Pf3D7_03_v3,1030016,1031161,+,1146,15.88,As-G,1,,"LncRNA, PF3D7_0324900",NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0259,Pf3D7_03_v3,1030307,1032659,-,2353,20.99,Sense,1,PF3D7_0324900,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0260,Pf3D7_03_v3,1032515,1033621,+,1107,26.47,As-Intron,4,,PF3D7_0324900,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0261,Pf3D7_04_v3,4677,5292,-,616,33.28,Intergenic,7,,,NO,NO,NO,YES,NO,,YES,YES,NO,NO,NO,NO
Pf3D7lncRNA_0262,Pf3D7_04_v3,34041,35863,-,1823,26.44,As-Intron,1,,PF3D7_0400100,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0263,Pf3D7_04_v3,35792,38049,+,2258,24.09,Sense,1,PF3D7_0400100,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0264,Pf3D7_04_v3,37354,38667,-,1314,13.39,As-G,4,,PF3D7_0400100,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_0265,Pf3D7_04_v3,40100,40902,-,803,10.71,As-G,1,,PF3D7_0400200,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0266,Pf3D7_04_v3,40854,42064,+,1211,13.46,As-G,2,,PF3D7_0400300,NO,NO,NO,NO,NO,,YES,YES,YES,NO,NO,NO
Pf3D7lncRNA_0267,Pf3D7_04_v3,46092,47045,-,954,26.21,Sense,7,PF3D7_0400400,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0268,Pf3D7_04_v3,47219,47508,+,290,7.24,As-Intron,3,,PF3D7_0400400,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0269,Pf3D7_04_v3,61072,61785,-,714,15.13,As-G,3,,PF3D7_0400600,NO,NO,NO,NO,NO,,NO,YES,NO,YES,NO,NO
Pf3D7lncRNA_0270,Pf3D7_04_v3,61985,62574,+,590,11.86,Intergenic,1,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0271,Pf3D7_04_v3,79114,79347,-,234,13.25,As-G,9,,PF3D7_0401200,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0272,Pf3D7_04_v3,90784,93418,+,2635,16.89,UTR-asc,7,PF3D7_0401500,PF3D7_0401600,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0273,Pf3D7_04_v3,95214,95891,+,678,11.8,Intergenic,1,,,NO,NO,NO,YES,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0274,Pf3D7_04_v3,96294,98469,+,2176,13.6,Intergenic,1,,,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0275,Pf3D7_04_v3,104765,105736,+,972,29.32,As-G,8,,PF3D7_0401800,NO,YES,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0276,Pf3D7_04_v3,107970,108699,+,730,18.36,As-G,2,,PF3D7_0401900,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0277,Pf3D7_04_v3,120258,120594,+,337,11.87,Intergenic,7,,,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0278,Pf3D7_04_v3,126881,127507,+,627,18.34,As-G,7,,PF3D7_0402200,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0279,Pf3D7_04_v3,135263,136575,+,1313,13.25,As-lncRNA,9,,LncRNA,NO,YES,YES,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0280,Pf3D7_04_v3,135327,135536,-,210,10.48,As-lncRNA,4,,LncRNA,NO,NO,NO,YES,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0281,Pf3D7_04_v3,135977,136315,-,339,14.16,As-lncRNA,1,,LncRNA,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0282,Pf3D7_04_v3,149211,151197,+,1987,17.11,Intergenic,4,,,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0283,Pf3D7_04_v3,202039,202412,+,374,17.65,As-UTR,7,,UTR (PF3D7_0403600),NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0284,Pf3D7_04_v3,205136,205957,+,822,11.68,As-UTR,1,,UTR (PF3D7_0403700),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0285,Pf3D7_04_v3,210221,211189,+,969,13.11,As-UTR,4,,UTR (PF3D7_0403800),NO,NO,NO,NO,NO,,NO,YES,NO,NO,NO,NO
Pf3D7lncRNA_0286,Pf3D7_04_v3,215987,218162,-,2176,13.05,UTR-asc,1,PF3D7_0403800,,NO,NO,NO,NO,NO,,NO,YES,NO,NO,NO,NO
Pf3D7lncRNA_0287,Pf3D7_04_v3,223121,225576,+,2456,17.02,UTR-asc,1,PF3D7_0403900,"PF3D7_0404000, PF3D7_0404100",NO,NO,NO,NO,NO,,YES,NO,YES,NO,NO,NO
