Gene ID,Transcript ID,Chromosome,Start,Stop,Strand,Length,Exon count,Exon lengths,Relative Exon starts,GC content,Coding potential,Mean expression ,Max expression ,Max expression time-point ,Log2 fold change ,Significant Differential GENE Expression,Max JS Specificity score ,More correlated neighbor                 ,More correlated neighbor            description       ,Correlation with more correlated neighbor                ,Orientation with respect to more correlated neighbor             ,Distance from more correlated neighbor              ,Less correlated neighbor     ,Less correlated neighbor description       ,Correlation with less correlated neighbor ,Distance from less correlated neighbor,FPKM T20,FPKM T24,FPKM T28,FPKM T32,FPKM T36,FPKM T40,FPKM T44,FPKM T48,FPKM TT8,FPKM R,FPKM ET,FPKM LT,FPKM S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000378,TCONS_00000507,Pf3D7_02_v3,816463,818596,+,2133,1,"2133,","0,",0.14,,11.35,29.97,T24,3.41,YES,0.17,PF3D7_0220300,"Plasmodium exported protein, unknown function",0.94,divergent,1809,PF3D7_0220400,"DnaJ protein, putative, pseudogene",0.140134021,1832,28.07,29.97,21.98,11.77,3.92,4.00,5.26,4.63,8.13,7.83,13.85,8.38,6.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000380,TCONS_00000509,Pf3D7_02_v3,825953,827406,+,1453,1,"1453,","0,",0.13,,3.45,16.36,T20,3.97,,0.25,PF3D7_0220600,"Plasmodium exported protein (hyp9), unknown function",0.84,tandem,3782,PF3D7_0220500,"Plasmodium exported protein (hyp2), unknown function",0.321929037,1089,16.36,8.33,4.14,0.85,0.10,1.02,2.96,0.45,1.64,3.45,0.50,0.43,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000530,TCONS_00000722,Pf3D7_02_v3,836657,838006,-,1349,1,"1349,","0,",0.13,,5.58,20.06,T44,4.40,YES,0.24,PF3D7_0220800,cytoadherence linked asexual protein 2 (CLAG2),0.91,divergent,836,PF3D7_0220700,"Plasmodium exported protein (hyp9), unknown function",-0.161115763,1969,0.36,0.00,0.24,0.00,1.18,17.68,20.06,4.03,9.68,2.25,0.28,0.00,18.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000402,TCONS_00000532,Pf3D7_02_v3,939723,945523,+,5800,1,"5800,","0,",0.33,,4.95,35.03,T48,5.14,YES,0.32,PF3D7_0223500,"erythrocyte membrane protein 1, PfEMP1 (VAR)",0.15,divergent,16075,NA,NA,NA,NA,0.39,0.26,0.02,0.02,0.03,0.90,3.40,35.03,4.80,1.73,0.21,0.07,6.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000688,TCONS_00000934,Pf3D7_03_v3,3513,9555,-,6042,1,"6042,","0,",0.32,,4.37,30.10,T48,4.95,YES,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.13,0.02,0.01,0.04,0.96,3.79,30.10,4.62,1.14,0.10,0.05,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000689,TCONS_00000935,Pf3D7_03_v3,35077,36136,-,1059,1,"1059,","0,",0.27,,1.36,7.60,T14,3.10,,0.32,PF3D7_0300100,"erythrocyte membrane protein 1, PfEMP1 (VAR)",0.77,divergent,828,NA,NA,NA,NA,2.53,0.62,0.30,0.09,0.00,0.00,0.18,0.38,2.38,12.97,1.28,0.50,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000703,TCONS_00000954,Pf3D7_03_v3,99235,100477,-,1242,1,"1242,","0,",0.14,,7.84,37.68,T28,4.26,YES,0.21,PF3D7_0301700,"Plasmodium exported protein, unknown function",0.47,tandem,1328,NA,NA,NA,NA,2.93,9.02,37.68,12.89,9.52,4.37,2.68,1.07,2.30,3.55,7.63,7.66,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000548,TCONS_00000741,Pf3D7_03_v3,99324,100438,+,1114,1,"1114,","0,",0.15,,3.04,13.56,T20,3.29,,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.56,7.00,5.44,1.41,0.61,0.80,1.11,1.21,1.16,1.38,3.14,1.43,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000704,TCONS_00000955,Pf3D7_03_v3,101146,102579,-,1433,1,"1433,","0,",0.15,,8.25,47.12,TT8,4.59,YES,0.22,PF3D7_0301800,"Plasmodium exported protein, unknown function",0.88,divergent,1745,NA,NA,NA,NA,4.59,2.93,3.26,2.72,1.00,1.91,5.37,5.70,47.12,3.55,0.94,1.77,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000550,TCONS_00000744,Pf3D7_03_v3,110465,111746,+,1281,1,"1281,","0,",0.15,,9.95,37.75,TT8,3.88,YES,0.18,PF3D7_0302000,"golgi organization and biogenesis factor, putative",0.83,divergent,585,NA,NA,NA,NA,16.44,6.21,7.16,7.45,5.48,3.70,5.93,1.63,37.75,6.50,1.68,3.55,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000707,TCONS_00000958,Pf3D7_03_v3,110941,111719,-,778,1,"778,","0,",0.16,,6.80,15.11,T20,2.65,,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.11,11.52,8.42,6.08,2.03,4.00,1.79,1.57,9.05,6.96,3.00,4.19,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000551,TCONS_00000745,Pf3D7_03_v3,112373,112749,+,376,1,"376,","0,",0.13,,18.11,83.38,T20,6.40,YES,0.21,PF3D7_0302100,serine/threonine protein kinase (SRPK1),0.92,tandem,1320,NA,NA,NA,NA,83.38,27.63,42.79,2.34,3.66,1.01,1.35,0.00,15.60,8.36,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000557,TCONS_00000751,Pf3D7_03_v3,158171,159231,+,1060,1,"1060,","0,",0.14,,11.33,18.98,T20,2.09,,0.14,PF3D7_0302900,"exportin 1, putative",0.71,divergent,2025,PF3D7_0303000,N-ethylmaleimide sensitive fusion protein (NSF),-0.323891119,121,18.98,10.13,11.42,16.91,13.51,11.07,7.46,3.70,8.32,14.45,8.05,22.22,16.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000564,TCONS_00000761,Pf3D7_03_v3,210884,211605,+,721,1,"721,","0,",0.18,,7.46,16.61,TT8,2.41,,0.16,PF3D7_0304200,EH (Eps15 homology) protein (PAST1),0.37,divergent,1965,NA,NA,NA,NA,11.67,6.01,3.75,8.77,3.90,3.67,4.48,7.26,16.61,12.25,10.47,16.34,14.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000722,TCONS_00000982,Pf3D7_03_v3,210894,211795,-,752,2,"397,355,","0,546,",0.18,,6.05,11.56,T40,3.07,,0.16,PF3D7_0304300,"conserved Plasmodium protein, unknown function",0.88,divergent,487,NA,NA,NA,NA,2.16,0.50,3.41,11.24,10.13,11.56,10.19,8.32,4.98,0.00,0.00,5.30,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000740,TCONS_00001005,Pf3D7_03_v3,309034,309928,-,894,1,"894,","0,",0.13,,12.80,34.38,T20,3.19,,0.16,PF3D7_0306900,"40S ribosomal protein S23, putative",0.85,divergent,723,PF3D7_0306800,"T-complex protein beta subunit, putative",0.618944162,1050,34.38,17.10,10.33,14.33,6.82,7.98,5.36,2.88,12.37,32.55,15.83,25.49,6.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000579,TCONS_00000780,Pf3D7_03_v3,317215,317978,+,763,1,"763,","0,",0.15,,11.29,28.47,T20,3.35,,0.16,PF3D7_0307200,"60S ribosomal protein L7, putative",0.94,divergent,979,PF3D7_0307300,"EB1 homolog, putative",-0.632903177,825,28.47,14.03,15.09,15.62,6.02,7.17,5.07,1.90,11.92,37.13,4.90,6.57,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000589,TCONS_00000795,Pf3D7_03_v3,395885,397066,+,1181,1,"1181,","0,",0.14,,4.88,11.07,T36,2.86,,0.17,PF3D7_0309200,"serine/threonine protein kinase, putative (ARK2)",0.90,divergent,1281,PF3D7_0309300,"N2227-like protein, putative",-0.71725263,582,0.66,2.72,6.86,6.14,11.07,9.61,8.26,3.60,1.13,1.34,5.79,8.73,12.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000774,TCONS_00001070,Pf3D7_03_v3,593439,594127,-,688,1,"688,","0,",0.13,,4.04,12.00,T28,3.00,,0.18,PF3D7_0314700,"zinc finger protein, putative",0.44,tandem,892,PF3D7_0314800,"conserved Plasmodium protein, unknown function",-0.266175327,10467,3.56,4.77,12.00,5.61,3.17,1.86,2.80,5.40,1.57,0.46,0.92,1.60,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000780,TCONS_00001084,Pf3D7_03_v3,647378,647678,-,300,1,"300,","0,",0.19,,35.65,116.03,T6,4.86,YES,0.17,PF3D7_0316000,"conserved Plasmodium protein, unknown function",0.97,tandem,534,PF3D7_0316100,"mitochondrial ribosomal protein L27 precursor, putative",0.674351954,956,3.02,3.21,6.22,14.64,17.36,13.68,50.03,109.96,45.95,9.80,7.16,25.41,37.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000631,TCONS_00000862,Pf3D7_03_v3,672480,673244,+,764,1,"764,","0,",0.13,,28.06,88.56,T20,5.13,YES,0.17,PF3D7_0316600,"formate-nitrite transporter, putative",0.91,divergent,1607,PF3D7_0316700,"HVA22/TB2/DP1 family protein, putative",0.30833806,1213,88.56,69.42,39.28,28.57,11.70,7.54,7.65,1.55,4.99,66.70,31.69,39.35,6.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000634,TCONS_00000866,Pf3D7_03_v3,684645,685473,+,828,1,"828,","0,",0.18,,7.83,13.72,T20,1.19,,0.14,PF3D7_0317000,"proteasome component C8, putative",0.07,divergent,960,PF3D7_0317100,"conserved Plasmodium protein, unknown function",-0.176123774,808,13.72,7.50,6.73,10.56,5.83,7.04,6.16,7.01,5.87,5.53,6.14,17.80,8.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000636,TCONS_00000868,Pf3D7_03_v3,697476,698504,+,1028,1,"1028,","0,",0.15,,4.13,13.58,T44,3.57,,0.20,PF3D7_0317200,cdc2-related protein kinase 4 (CRK4),0.87,divergent,2661,PF3D7_0317300,"conserved Plasmodium protein, unknown function",0.429013632,1039,0.23,0.73,0.63,2.13,2.83,8.10,13.58,6.27,3.11,0.36,1.06,4.90,19.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000797,TCONS_00001112,Pf3D7_03_v3,809107,809651,-,544,1,"544,","0,",0.16,,6.55,14.67,T36,3.97,YES,0.18,PF3D7_0319400,"kinesin-8, putative",0.82,divergent,429,PF3D7_0319300,"ubiquitin conjugating enzyme, putative",-0.467063228,1248,1.13,0.00,2.03,11.29,14.67,13.54,14.11,9.52,3.96,0.00,1.15,12.62,10.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000802,TCONS_00001117,Pf3D7_03_v3,863900,864831,-,931,1,"931,","0,",0.15,,13.20,28.54,T32,3.68,,0.16,PF3D7_0320700,"signal peptidase complex subunit 2, putative (SPC2)",0.85,divergent,182,PF3D7_0320600,"conserved Plasmodium protein, unknown function",0.838340928,68,1.98,4.15,18.02,28.54,26.06,22.43,22.70,4.58,5.22,3.43,3.13,8.11,8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000803,TCONS_00001118,Pf3D7_03_v3,866898,867559,-,661,1,"661,","0,",0.20,,6.80,15.84,T32,2.86,,0.17,PF3D7_0320700,"signal peptidase complex subunit 2, putative (SPC2)",0.94,convergent,478,NA,NA,NA,NA,1.33,1.32,4.12,15.84,13.84,10.97,10.85,8.62,3.51,4.42,5.74,38.05,32.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000658,TCONS_00000899,Pf3D7_03_v3,868970,870168,+,669,2,"555,114,","0,1084,",0.13,,12.91,45.18,T28,5.53,YES,0.19,PF3D7_0320800,"ATP-dependent RNA helicase, putative (DOZI)",0.81,tandem,648,NA,NA,NA,NA,3.04,6.84,45.18,10.67,24.49,20.18,15.82,0.00,3.23,0.92,3.65,3.15,8.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000813,TCONS_00001132,Pf3D7_03_v3,940778,942044,-,1266,1,"1266,","0,",0.14,,5.81,17.54,T24,3.80,,0.20,PF3D7_0322300,diacylglycerol O-acyltransferase (DGAT),-0.48,tandem,605,NA,NA,NA,NA,12.97,17.54,11.71,4.50,0.98,0.86,0.70,2.07,0.33,9.50,16.15,5.87,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000667,TCONS_00000909,Pf3D7_03_v3,941016,941800,+,784,1,"784,","0,",0.15,,3.91,10.51,T36,3.52,,0.19,PF3D7_0322400,regulator of initiation factor 2 (eIF2),-0.65,tandem,744,NA,NA,NA,NA,0.00,0.29,2.08,7.68,10.51,7.98,5.11,2.21,2.41,0.00,0.43,6.24,3.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000671,TCONS_00000913,Pf3D7_03_v3,967550,968375,+,825,1,"825,","0,",0.14,,6.02,15.30,T20,4.03,YES,0.18,PF3D7_0322900,"40S ribosomal protein S3A, putative",0.86,divergent,1048,NA,NA,NA,NA,15.30,6.82,10.31,12.15,5.36,3.42,3.61,0.00,2.74,4.37,4.35,4.94,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000677,TCONS_00000922,Pf3D7_03_v3,994478,995595,+,1117,1,"1117,","0,",0.13,,16.66,35.49,T20,2.56,,0.15,NA,NA,NA,NA,NA,PF3D7_0323700,"U4/U6.U5 tri-snRNP-associated protein 1, putative (SART1)",0.09061181,853,35.49,25.44,28.50,21.91,10.42,8.28,12.01,6.01,10.91,15.78,11.60,15.64,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000678,TCONS_00000923,Pf3D7_03_v3,995922,997531,+,1609,1,"1609,","0,",0.14,,19.94,31.60,T20,2.04,,0.14,NA,NA,NA,NA,NA,PF3D7_0323800,"conserved Plasmodium protein, unknown function",0.097440973,1117,31.60,25.36,25.25,16.77,17.93,19.02,21.71,6.93,22.48,17.92,8.78,14.44,19.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000687,TCONS_00000933,Pf3D7_03_v3,1056294,1062676,+,6382,1,"6382,","0,",0.32,,5.17,31.68,T48,5.01,YES,0.30,PF3D7_0324900,"erythrocyte membrane protein 1, PfEMP1 (VAR)",0.62,divergent,18040,NA,NA,NA,NA,0.14,0.09,0.03,0.01,0.05,1.31,5.59,31.68,5.76,1.39,0.20,0.04,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000973,TCONS_00001347,Pf3D7_04_v3,1889,3922,-,2033,1,"2033,","0,",0.32,,2.44,17.19,T48,4.19,YES,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.07,0.00,0.00,0.02,0.22,1.48,17.19,2.58,0.70,0.08,0.03,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000974,TCONS_00001348,Pf3D7_04_v3,4213,6820,-,2607,1,"2607,","0,",0.34,,2.77,20.31,T48,4.41,YES,0.35,NA,NA,NA,NA,NA,PF3D7_0400100,"erythrocyte membrane protein 1, PfEMP1 (VAR)",0.82665821,21885,0.09,0.06,0.00,0.00,0.00,0.79,2.32,20.31,3.27,1.26,0.04,0.00,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000834,TCONS_00001154,Pf3D7_04_v3,94925,96259,+,1334,1,"1334,","0,",0.11,,9.27,29.38,T28,3.82,YES,0.19,PF3D7_0401600.1,rifin (RIF),0.91,divergent,1116,NA,NA,NA,NA,19.31,17.13,29.38,11.88,1.39,1.15,1.86,1.19,11.06,4.32,4.11,4.49,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000835,TCONS_00001155,Pf3D7_04_v3,96410,97943,+,1533,1,"1533,","0,",0.15,,16.66,39.53,T28,4.88,YES,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.10,31.52,39.53,29.78,9.22,7.07,9.08,0.38,12.69,8.58,7.13,6.94,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000985,TCONS_00001362,Pf3D7_04_v3,98163,99340,-,1177,1,"1177,","0,",0.15,,2.06,9.15,T28,3.34,YES,0.28,PF3D7_0401700,"Plasmodium exported protein, unknown function, pseudogene",0.93,divergent,1343,NA,NA,NA,NA,3.80,4.73,9.15,3.40,0.69,0.20,0.00,0.00,0.72,6.37,8.10,5.97,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_000837,TCONS_00001157,Pf3D7_04_v3,117943,118807,+,864,1,"864,","0,",0.13,,2.78,14.72,T28,3.97,YES,0.30,PF3D7_0402000,"Plasmodium exported protein (PHISTa), unknown function",0.89,divergent,1885,PF3D7_0402100,"Plasmodium exported protein (PHISTb), unknown function",-0.507937602,4780,3.36,5.12,14.72,6.07,0.64,0.28,0.39,0.00,0.00,1.98,0.50,0.83,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
